"","Query.seq.ID","Subject.seq.ID","X.ID","Alignment.length","X..mismatches","X..gap.openings","start.in.query","end.in.query","start.in.subject","end.in.subject","evalue","bitscore","match.length.query","match.length.subject"
"74835","Nsylvestris_NODE_26740_length_686_cov_7","Ntome_NODE_9540_length_2264_cov_188",91.172,691,37,9,1,686,995,1666,0,917,685,671
"74842","Nsylvestris_NODE_26745_length_685_cov_167","Ntome_NODE_27030_length_757_cov_16",87.018,570,49,15,133,685,1,562,1.14e-176,619,552,561
"74843","Nsylvestris_NODE_26747_length_685_cov_126","Ntome_NODE_22418_length_1021_cov_215",88.737,586,42,15,1,569,629,51,0,695,568,578
"74848","Nsylvestris_NODE_26750_length_685_cov_74","Ntome_NODE_22336_length_1026_cov_151",94.629,633,30,3,1,632,131,760,0,977,631,629
"74849","Nsylvestris_NODE_26751_length_686_cov_57","Ntome_NODE_6260_length_2796_cov_85",88.793,232,16,6,257,481,272,44,2.85e-73,276,224,228
"74869","Nsylvestris_NODE_26760_length_685_cov_17","Ntome_NODE_1435_length_4595_cov_225",87.047,193,22,3,220,411,3497,3307,6.28e-55,215,191,190
"74874","Nsylvestris_NODE_26763_length_685_cov_8","Ntome_NODE_13961_length_1741_cov_64",96.552,58,2,0,628,685,186,243,2.37e-19,97.1,57,57
"74875","Nsylvestris_NODE_26766_length_684_cov_236","Ntome_NODE_3017_length_3692_cov_162",96.897,580,15,2,53,631,3637,3060,0,968,578,577
"74876","Nsylvestris_NODE_26767_length_684_cov_215","Ntome_NODE_27260_length_745_cov_206",87.619,630,42,23,27,632,7,624,0,699,605,617
"74895","Nsylvestris_NODE_26776_length_684_cov_18","Ntome_NODE_2470_length_3921_cov_253",98.182,55,1,0,630,684,3571,3625,2.37e-19,97.1,54,54
"74910","Nsylvestris_NODE_26782_length_684_cov_10","Ntome_NODE_37260_length_305_cov_2",97.917,48,1,0,637,684,10,57,1.85e-15,84.2,47,47
"74911","Nsylvestris_NODE_26783_length_685_cov_9","Ntome_NODE_11266_length_2042_cov_188",93.149,686,33,5,1,685,1495,823,0,994,684,672
"74914","Nsylvestris_NODE_26785_length_684_cov_7","Ntome_NODE_3487_length_3522_cov_112",95.313,64,3,0,621,684,1117,1180,5.1e-21,102,63,63
"74944","Nsylvestris_NODE_26800_length_683_cov_18","Ntome_NODE_25530_length_831_cov_175",96.396,111,4,0,412,522,391,501,1.77e-45,183,110,110
"74961","Nsylvestris_NODE_26810_length_683_cov_6","Ntome_NODE_28066_length_707_cov_13",90.909,649,32,11,19,649,655,16,0,846,630,639
"74962","Nsylvestris_NODE_26811_length_683_cov_5","Ntome_NODE_19187_length_1260_cov_280",98.182,55,1,0,1,55,809,863,2.37e-19,97.1,54,54
"75000","Nsylvestris_NODE_26817_length_682_cov_46","Ntome_NODE_12753_length_1867_cov_155",92.076,631,50,0,52,682,1829,1199,0,889,630,630
"75001","Nsylvestris_NODE_26818_length_682_cov_42","Ntome_NODE_24540_length_889_cov_161",90.625,448,30,8,197,636,865,422,4.14e-166,584,439,443
"75002","Nsylvestris_NODE_26819_length_682_cov_13","Ntome_NODE_13364_length_1801_cov_20",91.038,703,21,9,1,682,1798,1117,0,911,681,681
"75003","Nsylvestris_NODE_26821_length_682_cov_10","Ntome_NODE_5392_length_2987_cov_250",100,55,0,0,628,682,912,966,5.08e-21,102,54,54
"75007","Nsylvestris_NODE_26823_length_682_cov_9","Ntome_NODE_7325_length_2600_cov_62",92.371,603,30,2,84,682,95,685,0,845,598,590
"75013","Nsylvestris_NODE_26830_length_682_cov_5","Ntome_NODE_42_length_10190_cov_24",77.742,620,102,28,9,619,1947,1355,5.91e-95,348,610,592
"75019","Nsylvestris_NODE_26835_length_681_cov_220","Ntome_NODE_22405_length_1022_cov_224",94.69,113,6,0,1,113,495,383,2.95e-43,176,112,112
"75027","Nsylvestris_NODE_26839_length_681_cov_173","Ntome_NODE_7025_length_2651_cov_137",91.045,536,28,10,160,681,81,610,0,706,521,529
"75036","Nsylvestris_NODE_26841_length_681_cov_32","Ntome_NODE_2957_length_3715_cov_296",90.909,517,47,0,1,517,1747,1231,0,695,516,516
"75037","Nsylvestris_NODE_26842_length_681_cov_22","Ntome_NODE_22053_length_1045_cov_32",96.364,55,2,0,1,55,485,431,1.1e-17,91.6,54,54
"75046","Nsylvestris_NODE_26848_length_681_cov_7","Ntome_NODE_1340_length_4691_cov_286",100,42,0,0,640,681,1000,959,8.55e-14,78.7,41,41
"75049","Nsylvestris_NODE_26850_length_680_cov_176","Ntome_NODE_27864_length_716_cov_133",92.757,497,28,6,165,656,50,543,0,712,491,493
"75056","Nsylvestris_NODE_26853_length_680_cov_119","Ntome_NODE_28479_length_689_cov_246",88.462,572,37,11,41,612,93,635,0,664,571,542
"75060","Nsylvestris_NODE_26856_length_680_cov_51","Ntome_NODE_1488_length_4542_cov_109",84.105,497,50,8,143,636,2960,2490,1.21e-126,453,493,470
"75061","Nsylvestris_NODE_26857_length_680_cov_40","Ntome_NODE_5765_length_2904_cov_277",90,50,4,1,632,680,1256,1207,2.39e-09,63.9,48,49
"75062","Nsylvestris_NODE_26858_length_680_cov_34","Ntome_NODE_8953_length_2345_cov_269",98.182,55,1,0,1,55,805,859,2.36e-19,97.1,54,54
"75069","Nsylvestris_NODE_26861_length_680_cov_10","Ntome_NODE_4484_length_3213_cov_295",82.609,276,44,3,1,274,1347,1620,1.03e-62,241,273,273
"75073","Nsylvestris_NODE_26863_length_680_cov_7","Ntome_NODE_951_length_5164_cov_69",91.068,515,31,12,178,679,2636,3148,0,682,501,512
"75076","Nsylvestris_NODE_26865_length_680_cov_4","Ntome_NODE_9050_length_2331_cov_25",96.324,680,25,0,1,680,1032,1711,0,1118,679,679
"75089","Nsylvestris_NODE_26871_length_679_cov_47","Ntome_NODE_30242_length_618_cov_219",88.376,628,25,21,22,611,1,618,0,712,589,617
"75096","Nsylvestris_NODE_26875_length_679_cov_27","Ntome_NODE_6884_length_2676_cov_277",96.364,55,2,0,1,55,2051,2105,1.09e-17,91.6,54,54
"75106","Nsylvestris_NODE_26880_length_679_cov_19","Ntome_NODE_8010_length_2489_cov_261",98.182,55,1,0,1,55,1279,1333,2.35e-19,97.1,54,54
"75113","Nsylvestris_NODE_26884_length_679_cov_7","Ntome_NODE_8076_length_2479_cov_35",91.57,688,44,7,1,679,1491,2173,0,937,678,682
"75114","Nsylvestris_NODE_26885_length_679_cov_6","Ntome_NODE_21482_length_1083_cov_40",90.826,654,43,6,20,656,1077,424,0,859,636,653
"75117","Nsylvestris_NODE_26887_length_678_cov_148","Ntome_NODE_25459_length_835_cov_84",90.653,567,33,15,72,632,786,234,0,736,560,552
"75118","Nsylvestris_NODE_26888_length_678_cov_144","Ntome_NODE_30992_length_589_cov_267",80.157,383,54,13,1,371,43,415,1.69e-70,267,370,372
"75147","Nsylvestris_NODE_26900_length_678_cov_12","Ntome_NODE_14543_length_1680_cov_272",93.269,104,7,0,197,300,588,691,1.37e-36,154,103,103
"75148","Nsylvestris_NODE_26901_length_678_cov_9","Ntome_NODE_11151_length_2055_cov_79",92.679,642,32,4,1,628,452,1092,0,911,627,640
"75152","Nsylvestris_NODE_26903_length_678_cov_7","Ntome_NODE_30412_length_612_cov_6",84.574,188,13,9,78,255,206,387,3.8e-42,172,177,181
"75153","Nsylvestris_NODE_26904_length_678_cov_6","Ntome_NODE_16173_length_1524_cov_219",82.524,309,26,10,387,678,1227,1524,2.2e-64,246,291,297
"75170","Nsylvestris_NODE_26912_length_677_cov_138","Ntome_NODE_5202_length_3030_cov_279",94.903,667,17,4,25,677,1,664,0,1027,652,663
"75173","Nsylvestris_NODE_26915_length_677_cov_72","Ntome_NODE_25604_length_827_cov_71",89.255,698,50,12,1,677,25,718,0,850,676,693
"75183","Nsylvestris_NODE_26922_length_677_cov_10","Ntome_NODE_23296_length_966_cov_6",91.266,687,27,8,20,677,966,284,0,905,657,682
"75184","Nsylvestris_NODE_26923_length_677_cov_10","Ntome_NODE_22743_length_995_cov_21",96.314,624,20,2,1,623,53,674,0,1022,622,621
"75187","Nsylvestris_NODE_26927_length_677_cov_3","Ntome_NODE_24290_length_907_cov_27",93.606,563,31,5,94,652,856,295,0,835,558,561
"75207","Nsylvestris_NODE_26934_length_676_cov_26","Ntome_NODE_17500_length_1403_cov_229",98,50,1,0,6,55,908,859,1.41e-16,87.9,49,49
"75216","Nsylvestris_NODE_26938_length_676_cov_16","Ntome_NODE_154_length_7806_cov_166",90.603,713,30,3,1,676,1747,1035,0,911,675,712
"75224","Nsylvestris_NODE_26943_length_676_cov_7","Ntome_NODE_5804_length_2893_cov_168",90.607,692,45,13,1,674,1527,838,0,900,673,689
"75225","Nsylvestris_NODE_26945_length_676_cov_6","Ntome_NODE_39479_length_258_cov_5",96.774,248,8,0,1,248,248,1,5.69e-115,414,247,247
"75226","Nsylvestris_NODE_26946_length_676_cov_5","Ntome_NODE_610_length_5748_cov_177",92.478,678,28,7,1,666,2229,2895,0,948,665,666
"75227","Nsylvestris_NODE_26947_length_676_cov_5","Ntome_NODE_5052_length_3066_cov_56",96.875,256,6,2,193,447,327,73,7.31e-119,427,254,254
"75240","Nsylvestris_NODE_26952_length_675_cov_92","Ntome_NODE_20124_length_1182_cov_254",86.196,326,39,2,327,646,393,68,5.85e-95,348,319,325
"75253","Nsylvestris_NODE_26960_length_675_cov_16","Ntome_NODE_4600_length_3182_cov_199",98.182,55,1,0,621,675,1241,1187,2.34e-19,97.1,54,54
"75254","Nsylvestris_NODE_26961_length_675_cov_15","Ntome_NODE_21685_length_1068_cov_255",100,55,0,0,621,675,318,372,5.03e-21,102,54,54
"75255","Nsylvestris_NODE_26966_length_675_cov_7","Ntome_NODE_1006_length_5083_cov_217",98.182,55,1,0,1,55,1882,1828,2.34e-19,97.1,54,54
"75256","Nsylvestris_NODE_26968_length_675_cov_3","Ntome_NODE_8221_length_2456_cov_138",96.364,55,2,0,1,55,943,889,1.09e-17,91.6,54,54
"75257","Nsylvestris_NODE_26969_length_674_cov_222","Ntome_NODE_18783_length_1293_cov_281",95.915,612,19,4,66,674,56,664,0,987,608,608
"75264","Nsylvestris_NODE_26974_length_674_cov_79","Ntome_NODE_25615_length_826_cov_131",89.267,587,36,12,28,614,74,633,0,710,586,559
"75288","Nsylvestris_NODE_26984_length_674_cov_8","Ntome_NODE_1664_length_4413_cov_245",96.364,55,2,0,1,55,1839,1893,1.09e-17,91.6,54,54
"75289","Nsylvestris_NODE_26985_length_674_cov_8","Ntome_NODE_16836_length_1462_cov_11",100,28,0,0,1,28,1341,1368,5.13e-06,52.8,27,27
"75293","Nsylvestris_NODE_26991_length_674_cov_3","Ntome_NODE_11558_length_2007_cov_245",86.901,313,41,0,1,313,1371,1683,4.51e-96,351,312,312
"75317","Nsylvestris_NODE_26999_length_673_cov_62","Ntome_NODE_5794_length_2896_cov_261",92.662,695,23,14,1,673,2866,2178,0,976,672,688
"75325","Nsylvestris_NODE_27003_length_673_cov_38","Ntome_NODE_7271_length_2610_cov_123",95.082,61,2,1,613,673,721,780,8.39e-19,95.3,60,59
"75332","Nsylvestris_NODE_27006_length_673_cov_28","Ntome_NODE_1372_length_4657_cov_119",91.026,78,6,1,589,665,1735,1812,1.39e-21,104,76,77
"75333","Nsylvestris_NODE_27008_length_673_cov_22","Ntome_NODE_22652_length_1007_cov_9",87.568,185,17,6,473,653,195,13,2.87e-53,209,180,182
"75339","Nsylvestris_NODE_27012_length_673_cov_8","Ntome_NODE_23333_length_964_cov_5",94.635,671,27,6,1,670,202,864,0,1031,669,662
"75340","Nsylvestris_NODE_27014_length_673_cov_7","Ntome_NODE_2055_length_4137_cov_157",93.22,59,3,1,615,673,1974,1917,5.05e-16,86.1,58,57
"75346","Nsylvestris_NODE_27016_length_673_cov_6","Ntome_NODE_19246_length_1256_cov_31",94.145,649,34,4,27,673,926,280,0,985,646,646
"75347","Nsylvestris_NODE_27020_length_673_cov_5","Ntome_NODE_1816_length_4296_cov_143",87.667,673,42,20,1,670,2898,2264,0,745,669,634
"75353","Nsylvestris_NODE_27024_length_672_cov_205","Ntome_NODE_27300_length_743_cov_215",88.967,426,27,7,71,476,687,262,2.52e-143,508,405,425
"75359","Nsylvestris_NODE_27026_length_672_cov_181","Ntome_NODE_32_length_10554_cov_279",96.233,584,15,3,1,577,7365,7948,0,950,576,583
"75360","Nsylvestris_NODE_27027_length_672_cov_171","Ntome_NODE_13914_length_1745_cov_85",91.358,567,30,7,112,668,578,21,0,758,556,557
"75363","Nsylvestris_NODE_27029_length_672_cov_147","Ntome_NODE_20624_length_1143_cov_194",97.619,672,14,2,1,672,391,1060,0,1151,671,669
"75381","Nsylvestris_NODE_27036_length_672_cov_28","Ntome_NODE_4783_length_3137_cov_255",100,37,0,0,1,37,2552,2588,5.08e-11,69.4,36,36
"75386","Nsylvestris_NODE_27041_length_672_cov_11","Ntome_NODE_18143_length_1347_cov_91",93.399,606,29,7,1,599,1,602,0,887,598,601
"75387","Nsylvestris_NODE_27042_length_672_cov_11","Ntome_NODE_20033_length_1189_cov_153",94.86,681,25,8,1,672,1,680,0,1055,671,679
"75388","Nsylvestris_NODE_27043_length_672_cov_9","Ntome_NODE_27595_length_728_cov_42",90.949,685,41,15,1,672,1,677,0,902,671,676
"75398","Nsylvestris_NODE_27048_length_671_cov_64","Ntome_NODE_649_length_5651_cov_29",96.274,671,25,0,1,671,3748,3078,0,1101,670,670
"75399","Nsylvestris_NODE_27049_length_671_cov_39","Ntome_NODE_649_length_5651_cov_29",94.784,671,35,0,1,671,3078,3748,0,1046,670,670
"75400","Nsylvestris_NODE_27050_length_671_cov_34","Ntome_NODE_3130_length_3646_cov_196",100,55,0,0,1,55,2721,2775,5e-21,102,54,54
"75412","Nsylvestris_NODE_27059_length_671_cov_5","Ntome_NODE_1359_length_4670_cov_73",75.887,141,27,5,519,652,2251,2391,6.56e-10,65.8,133,140
"75413","Nsylvestris_NODE_27060_length_671_cov_4","Ntome_NODE_9911_length_2211_cov_287",100,55,0,0,1,55,1989,1935,5e-21,102,54,54
"75414","Nsylvestris_NODE_27061_length_671_cov_4","Ntome_NODE_721_length_5523_cov_207",100,55,0,0,1,55,3265,3319,5e-21,102,54,54
"75422","Nsylvestris_NODE_27065_length_670_cov_173","Ntome_NODE_190_length_7486_cov_226",99.399,333,2,0,1,333,1864,2196,3.12e-172,604,332,332
"75432","Nsylvestris_NODE_27069_length_670_cov_168","Ntome_NODE_22598_length_1010_cov_98",92.476,412,23,5,35,445,14,418,1.46e-165,582,410,404
"75441","Nsylvestris_NODE_27072_length_670_cov_39","Ntome_NODE_9519_length_2267_cov_254",97.313,670,18,0,1,670,706,1375,0,1138,669,669
"75448","Nsylvestris_NODE_27077_length_670_cov_24","Ntome_NODE_3974_length_3363_cov_83",91.736,121,8,2,4,122,3183,3063,1.74e-40,167,118,120
"75455","Nsylvestris_NODE_27080_length_670_cov_19","Ntome_NODE_1764_length_4334_cov_296",100,55,0,0,1,55,515,569,4.99e-21,102,54,54
"75477","Nsylvestris_NODE_27089_length_669_cov_5","Ntome_NODE_19281_length_1253_cov_265",98.182,55,1,0,1,55,701,647,2.32e-19,97.1,54,54
"75503","Nsylvestris_NODE_27101_length_669_cov_16","Ntome_NODE_1214_length_4821_cov_120",96.364,55,2,0,1,55,1481,1535,1.08e-17,91.6,54,54
"75507","Nsylvestris_NODE_27103_length_669_cov_9","Ntome_NODE_11797_length_1981_cov_140",94.09,423,25,0,1,423,1513,1935,0,643,422,422
"75510","Nsylvestris_NODE_27107_length_669_cov_4","Ntome_NODE_5752_length_2906_cov_277",96.364,55,2,0,1,55,337,391,1.08e-17,91.6,54,54
"75511","Nsylvestris_NODE_27108_length_668_cov_214","Ntome_NODE_1811_length_4299_cov_283",92.128,343,20,3,1,338,3854,4194,7.07e-134,477,337,340
"75526","Nsylvestris_NODE_27116_length_668_cov_40","Ntome_NODE_10348_length_2152_cov_140",91.111,675,32,8,14,668,1491,825,0,889,654,666
"75529","Nsylvestris_NODE_27120_length_668_cov_14","Ntome_NODE_10292_length_2157_cov_227",93.731,670,31,5,1,668,571,1231,0,994,667,660
"75540","Nsylvestris_NODE_27125_length_668_cov_10","Ntome_NODE_332_length_6594_cov_283",98.182,55,1,0,614,668,4870,4924,2.31e-19,97.1,54,54
"75544","Nsylvestris_NODE_27127_length_668_cov_7","Ntome_NODE_1665_length_4413_cov_205",94.545,55,3,0,1,55,3847,3901,5.01e-16,86.1,54,54
"75548","Nsylvestris_NODE_27129_length_668_cov_7","Ntome_NODE_11705_length_1990_cov_273",92.676,669,48,1,1,668,551,1219,0,963,667,668
"75549","Nsylvestris_NODE_27131_length_668_cov_6","Ntome_NODE_9657_length_2245_cov_37",93.534,665,40,2,4,668,139,800,0,987,664,661
"75550","Nsylvestris_NODE_27132_length_667_cov_229","Ntome_NODE_14704_length_1665_cov_233",92.456,676,35,6,8,667,1642,967,0,952,659,675
"75553","Nsylvestris_NODE_27134_length_667_cov_201","Ntome_NODE_7093_length_2640_cov_154",94.887,665,18,5,1,664,1967,2616,0,1026,663,649
"75556","Nsylvestris_NODE_27136_length_667_cov_185","Ntome_NODE_3789_length_3423_cov_260",94.485,544,25,5,1,541,2381,2922,0,833,540,541
"75557","Nsylvestris_NODE_27137_length_667_cov_177","Ntome_NODE_32047_length_546_cov_38",91.731,520,36,3,125,644,546,34,0,715,519,512
"75560","Nsylvestris_NODE_27139_length_667_cov_171","Ntome_NODE_24702_length_880_cov_163",94.676,601,24,6,24,617,880,281,0,926,593,599
"75570","Nsylvestris_NODE_27144_length_667_cov_30","Ntome_NODE_25704_length_821_cov_7",81.081,185,22,9,37,213,186,7,4.9e-31,135,176,179
"75577","Nsylvestris_NODE_27149_length_667_cov_13","Ntome_NODE_9326_length_2292_cov_59",100,55,0,0,613,667,385,331,4.97e-21,102,54,54
"75578","Nsylvestris_NODE_27150_length_667_cov_12","Ntome_NODE_20870_length_1127_cov_6",93.382,680,30,6,1,667,33,710,0,992,666,677
"75594","Nsylvestris_NODE_27159_length_666_cov_239","Ntome_NODE_5583_length_2943_cov_226",95.645,574,21,4,41,613,2100,2670,0,918,572,570
"75595","Nsylvestris_NODE_27160_length_666_cov_228","Ntome_NODE_9634_length_2248_cov_248",97.748,666,15,0,1,666,619,1284,0,1147,665,665
"75616","Nsylvestris_NODE_27169_length_666_cov_39","Ntome_NODE_6661_length_2719_cov_85",93.553,667,42,1,1,666,1998,1332,0,992,665,666
"75621","Nsylvestris_NODE_27172_length_666_cov_14","Ntome_NODE_8840_length_2363_cov_38",98.148,54,1,0,2,55,790,737,8.3e-19,95.3,53,53
"75622","Nsylvestris_NODE_27173_length_666_cov_13","Ntome_NODE_10390_length_2146_cov_266",94.231,52,3,0,615,666,1198,1249,2.32e-14,80.5,51,51
"75623","Nsylvestris_NODE_27176_length_666_cov_11","Ntome_NODE_14657_length_1671_cov_233",93.431,137,8,1,259,395,160,295,4.75e-51,202,136,135
"75624","Nsylvestris_NODE_27177_length_666_cov_11","Ntome_NODE_15016_length_1633_cov_237",94.709,189,9,1,137,324,1582,1394,2.74e-78,292,187,188
"75625","Nsylvestris_NODE_27178_length_666_cov_7","Ntome_NODE_11305_length_2036_cov_228",98.182,55,1,0,1,55,882,828,2.31e-19,97.1,54,54
"75626","Nsylvestris_NODE_27180_length_666_cov_7","Ntome_NODE_2355_length_3983_cov_58",94.937,79,4,0,555,633,3184,3262,1.06e-27,124,78,78
"75632","Nsylvestris_NODE_27185_length_665_cov_217","Ntome_NODE_23060_length_979_cov_228",90.651,599,38,10,75,656,180,777,0,780,581,597
"75635","Nsylvestris_NODE_27187_length_665_cov_206","Ntome_NODE_14308_length_1704_cov_189",94.821,560,28,1,99,658,1087,1645,0,872,559,558
"75638","Nsylvestris_NODE_27189_length_665_cov_101","Ntome_NODE_19618_length_1224_cov_59",96.97,33,1,0,563,595,175,207,3.91e-07,56.5,32,32
"75639","Nsylvestris_NODE_27190_length_665_cov_91","Ntome_NODE_1691_length_4386_cov_27",82.256,665,116,2,2,665,3359,2696,8.73e-163,573,663,663
"75649","Nsylvestris_NODE_27197_length_665_cov_11","Ntome_NODE_6604_length_2729_cov_226",96.541,665,20,2,1,665,1814,1153,0,1098,664,661
"75652","Nsylvestris_NODE_27199_length_665_cov_6","Ntome_NODE_22996_length_984_cov_5",91.737,593,49,0,1,593,593,1,0,824,592,592
"75653","Nsylvestris_NODE_27202_length_664_cov_193","Ntome_NODE_13892_length_1747_cov_43",83.559,590,73,11,51,617,619,31,5.32e-150,531,566,588
"75660","Nsylvestris_NODE_27205_length_664_cov_39","Ntome_NODE_27202_length_748_cov_31",90.909,638,35,7,1,634,67,685,0,835,633,618
"75676","Nsylvestris_NODE_27213_length_664_cov_16","Ntome_NODE_3670_length_3461_cov_291",98.305,59,0,1,606,664,741,798,4.94e-21,102,58,57
"75691","Nsylvestris_NODE_27221_length_663_cov_180","Ntome_NODE_23855_length_933_cov_162",90.671,611,33,13,1,610,292,879,0,791,609,587
"75701","Nsylvestris_NODE_27225_length_663_cov_60","Ntome_NODE_18741_length_1297_cov_46",91.084,415,23,5,49,450,524,937,1.47e-155,549,401,413
"75713","Nsylvestris_NODE_27234_length_663_cov_10","Ntome_NODE_3080_length_3665_cov_263",89.205,667,23,15,32,663,32,684,0,787,631,652
"75718","Nsylvestris_NODE_27238_length_663_cov_5","Ntome_NODE_23442_length_958_cov_49",93.949,661,25,6,3,663,204,849,0,985,660,645
"75723","Nsylvestris_NODE_27241_length_662_cov_209","Ntome_NODE_24523_length_890_cov_273",96.344,547,17,1,2,548,293,836,0,896,546,543
"75733","Nsylvestris_NODE_27245_length_662_cov_158","Ntome_NODE_19498_length_1234_cov_165",90.484,641,24,9,1,628,599,1215,0,811,627,616
"75747","Nsylvestris_NODE_27251_length_662_cov_33","Ntome_NODE_10709_length_2106_cov_42",91.139,79,6,1,334,411,144,66,3.81e-22,106,77,78
"75753","Nsylvestris_NODE_27254_length_662_cov_21","Ntome_NODE_12769_length_1865_cov_234",92.359,301,12,5,103,395,368,665,4.31e-116,418,292,297
"75764","Nsylvestris_NODE_27263_length_662_cov_6","Ntome_NODE_11788_length_1982_cov_158",98.182,55,1,0,608,662,745,691,2.29e-19,97.1,54,54
"75765","Nsylvestris_NODE_27264_length_662_cov_5","Ntome_NODE_220_length_7282_cov_263",92.251,684,27,11,1,662,1785,1106,0,946,661,679
"75787","Nsylvestris_NODE_27271_length_661_cov_80","Ntome_NODE_30240_length_618_cov_253",88.36,189,22,0,262,450,438,250,7.78e-59,228,188,188
"75788","Nsylvestris_NODE_27272_length_661_cov_76","Ntome_NODE_12186_length_1935_cov_141",82.18,477,71,13,190,659,1005,1474,5.6e-110,398,469,469
"75789","Nsylvestris_NODE_27273_length_661_cov_69","Ntome_NODE_29299_length_656_cov_107",90.975,554,28,6,56,608,653,121,0,726,552,532
"75790","Nsylvestris_NODE_27274_length_661_cov_22","Ntome_NODE_9424_length_2277_cov_308",92.084,619,49,0,43,661,1601,983,0,872,618,618
"75793","Nsylvestris_NODE_27276_length_661_cov_20","Ntome_NODE_18351_length_1330_cov_8",93.192,426,28,1,188,613,1324,900,2.36e-178,625,425,424
"75810","Nsylvestris_NODE_27283_length_661_cov_8","Ntome_NODE_1358_length_4670_cov_231",94.545,55,3,0,607,661,3767,3713,4.95e-16,86.1,54,54
"75825","Nsylvestris_NODE_27292_length_660_cov_58","Ntome_NODE_607_length_5758_cov_201",96.552,58,2,0,603,660,2941,2998,2.28e-19,97.1,57,57
"75830","Nsylvestris_NODE_27294_length_658_cov_54","Ntome_NODE_33678_length_434_cov_228",87.784,352,34,5,113,457,350,1,1.2e-111,403,344,349
"75834","Nsylvestris_NODE_27296_length_660_cov_26","Ntome_NODE_46_length_9810_cov_171",75.292,684,132,25,1,657,4346,5019,2.72e-78,292,656,673
"75835","Nsylvestris_NODE_27297_length_660_cov_22","Ntome_NODE_22199_length_1034_cov_73",89.95,398,31,6,51,442,299,693,3.2e-142,505,391,394
"75836","Nsylvestris_NODE_27298_length_660_cov_19","Ntome_NODE_29474_length_649_cov_19",91.239,662,41,8,2,660,2,649,0,885,658,647
"75837","Nsylvestris_NODE_27301_length_660_cov_18","Ntome_NODE_22715_length_1003_cov_8",85.574,610,50,18,57,660,991,414,3.07e-172,604,603,577
"75838","Nsylvestris_NODE_27302_length_660_cov_16","Ntome_NODE_22384_length_1024_cov_17",94.418,627,28,2,34,660,290,909,0,957,626,619
"75839","Nsylvestris_NODE_27303_length_660_cov_15","Ntome_NODE_8016_length_2489_cov_95",90.937,662,41,9,1,660,1225,581,0,872,659,644
"75846","Nsylvestris_NODE_27306_length_660_cov_9","Ntome_NODE_19_length_11828_cov_48",81.846,661,116,3,1,660,4226,4883,1.13e-156,553,659,657
"75858","Nsylvestris_NODE_27312_length_660_cov_5","Ntome_NODE_22406_length_1022_cov_169",100,55,0,0,606,660,469,415,4.91e-21,102,54,54
"75859","Nsylvestris_NODE_27313_length_660_cov_4","Ntome_NODE_2156_length_4082_cov_127",93.353,662,28,10,1,660,793,146,0,965,659,647
"75862","Nsylvestris_NODE_27315_length_660_cov_3","Ntome_NODE_10367_length_2150_cov_52",91.331,323,25,1,57,379,2150,1831,3.3e-122,438,322,319
"75865","Nsylvestris_NODE_27317_length_659_cov_205","Ntome_NODE_12801_length_1862_cov_147",84.956,113,17,0,137,249,1796,1684,6.3e-25,115,112,112
"75866","Nsylvestris_NODE_27318_length_659_cov_197","Ntome_NODE_24008_length_924_cov_95",95.085,529,23,1,131,659,923,398,0,830,528,525
"75870","Nsylvestris_NODE_27320_length_660_cov_189","Ntome_NODE_24764_length_876_cov_222",94.921,630,18,3,1,619,849,223,0,974,618,626
"75873","Nsylvestris_NODE_27322_length_659_cov_163","Ntome_NODE_2239_length_4041_cov_152",94.992,659,33,0,1,659,1228,570,0,1035,658,658
"75874","Nsylvestris_NODE_27324_length_659_cov_28","Ntome_NODE_3879_length_3394_cov_32",89.531,277,10,3,365,623,3117,3392,1.6e-90,333,258,275
"75880","Nsylvestris_NODE_27326_length_659_cov_21","Ntome_NODE_11383_length_2027_cov_206",89.333,75,5,3,42,115,713,785,1.06e-17,91.6,73,72
"75883","Nsylvestris_NODE_27328_length_659_cov_19","Ntome_NODE_4179_length_3301_cov_244",98.182,55,1,0,1,55,888,942,2.28e-19,97.1,54,54
"75884","Nsylvestris_NODE_27329_length_659_cov_17","Ntome_NODE_12871_length_1854_cov_107",92.261,659,51,0,1,659,979,321,0,935,658,658
"75885","Nsylvestris_NODE_27331_length_659_cov_12","Ntome_NODE_6023_length_2843_cov_235",98.182,55,1,0,1,55,704,650,2.28e-19,97.1,54,54
"75888","Nsylvestris_NODE_27334_length_659_cov_7","Ntome_NODE_17513_length_1402_cov_23",91.831,661,50,3,1,659,827,169,0,918,658,658
"75889","Nsylvestris_NODE_27335_length_659_cov_7","Ntome_NODE_23744_length_941_cov_9",91.438,292,22,3,226,515,291,1,5.58e-110,398,289,290
"75890","Nsylvestris_NODE_27336_length_659_cov_6","Ntome_NODE_29787_length_637_cov_3",96.325,381,14,0,279,659,1,381,6.54e-179,627,380,380
"75895","Nsylvestris_NODE_27342_length_658_cov_119","Ntome_NODE_6901_length_2674_cov_237",94.234,659,24,3,1,657,1108,1754,0,994,656,646
"75896","Nsylvestris_NODE_27343_length_658_cov_114","Ntome_NODE_23224_length_970_cov_15",92.893,394,16,2,277,658,970,577,1.87e-159,562,381,393
"75923","Nsylvestris_NODE_27353_length_658_cov_15","Ntome_NODE_13705_length_1767_cov_183",83.784,74,12,0,99,172,263,190,1.38e-11,71.3,73,73
