,A,B,overlap
2612,Ntome_NODE_24304_length_906_cov_13,Ntome_NODE_6592_length_2732_cov_160,NA
2613,Ntome_NODE_24308_length_905_cov_71,Ntome_NODE_5549_length_2949_cov_163,NA
2614,Ntome_NODE_24314_length_905_cov_11,Ntome_NODE_26250_length_794_cov_248,NA
2615,Ntome_NODE_24315_length_905_cov_8,Ntome_NODE_25317_length_844_cov_6,NA
2616,Ntome_NODE_24316_length_905_cov_5,Ntome_NODE_1341_length_4691_cov_248,NA
2617,Ntome_NODE_24320_length_904_cov_271,Ntome_NODE_6193_length_2813_cov_31,NA
2618,Ntome_NODE_24330_length_904_cov_25,Ntome_NODE_27277_length_744_cov_269,NA
2619,Ntome_NODE_24332_length_904_cov_16,Ntome_NODE_7572_length_2558_cov_187,NA
2620,Ntome_NODE_24333_length_904_cov_15,Ntome_NODE_2941_length_3721_cov_279,NA
2621,Ntome_NODE_24336_length_904_cov_12,Ntome_NODE_26872_length_765_cov_8,NA
2622,Ntome_NODE_24339_length_904_cov_9,Ntome_NODE_6664_length_2718_cov_178,NA
2623,Ntome_NODE_24341_length_904_cov_7,Ntome_NODE_7971_length_2495_cov_44,NA
2624,Ntome_NODE_24342_length_904_cov_6,Ntome_NODE_14359_length_1699_cov_170,NA
2625,Ntome_NODE_24345_length_903_cov_226,Ntome_NODE_3346_length_3570_cov_206,NA
2626,Ntome_NODE_24348_length_903_cov_97,Ntome_NODE_1756_length_4337_cov_201,NA
2627,Ntome_NODE_24352_length_903_cov_10,Ntome_NODE_456_length_6137_cov_19,NA
2628,Ntome_NODE_24354_length_903_cov_10,Ntome_NODE_3551_length_3500_cov_79,NA
2629,Ntome_NODE_24360_length_902_cov_263,Ntome_NODE_4975_length_3090_cov_165,NA
2630,Ntome_NODE_24379_length_901_cov_17,Ntome_NODE_13468_length_1789_cov_183,NA
2631,Ntome_NODE_24380_length_900_cov_316,Ntome_NODE_15579_length_1578_cov_15,NA
2632,Ntome_NODE_24381_length_900_cov_158,Ntome_NODE_11280_length_2040_cov_183,NA
2633,Ntome_NODE_24382_length_900_cov_116,Ntome_NODE_4441_length_3224_cov_61,NA
2634,Ntome_NODE_24388_length_900_cov_25,Ntome_NODE_3385_length_3556_cov_15,NA
2635,Ntome_NODE_24389_length_900_cov_11,Ntome_NODE_14954_length_1640_cov_174,NA
2636,Ntome_NODE_24391_length_900_cov_7,Ntome_NODE_7068_length_2643_cov_269,NA
2637,Ntome_NODE_24393_length_899_cov_269,Ntome_NODE_1645_length_4425_cov_149,NA
2638,Ntome_NODE_24408_length_898_cov_319,Ntome_NODE_10889_length_2086_cov_179,NA
2639,Ntome_NODE_24415_length_898_cov_12,Ntome_NODE_35650_length_350_cov_3,NA
2640,Ntome_NODE_24421_length_897_cov_244,Ntome_NODE_1579_length_4469_cov_265,NA
2641,Ntome_NODE_24427_length_897_cov_78,Ntome_NODE_3321_length_3578_cov_95,NA
2642,Ntome_NODE_24438_length_896_cov_287,Ntome_NODE_30646_length_602_cov_33,NA
2643,Ntome_NODE_24443_length_896_cov_147,Ntome_NODE_15287_length_1606_cov_37,NA
2644,Ntome_NODE_24444_length_896_cov_132,Ntome_NODE_25004_length_863_cov_38,NA
2645,Ntome_NODE_24451_length_896_cov_14,Ntome_NODE_27042_length_756_cov_156,NA
2646,Ntome_NODE_24453_length_896_cov_5,Ntome_NODE_23788_length_937_cov_43,NA
2647,Ntome_NODE_24454_length_895_cov_273,Ntome_NODE_3235_length_3608_cov_280,NA
2648,Ntome_NODE_24456_length_895_cov_261,Ntome_NODE_6271_length_2793_cov_138,NA
2649,Ntome_NODE_24457_length_895_cov_231,Ntome_NODE_18613_length_1307_cov_129,NA
2650,Ntome_NODE_24458_length_895_cov_199,Ntome_NODE_4957_length_3095_cov_244,NA
2651,Ntome_NODE_24459_length_895_cov_166,Ntome_NODE_1796_length_4312_cov_93,NA
2652,Ntome_NODE_24462_length_895_cov_7,Ntome_NODE_34788_length_383_cov_5,NA
2653,Ntome_NODE_24469_length_894_cov_21,Ntome_NODE_15457_length_1588_cov_133,NA
2654,Ntome_NODE_24473_length_894_cov_12,Ntome_NODE_6689_length_2715_cov_92,NA
2655,Ntome_NODE_24476_length_894_cov_6,Ntome_NODE_416_length_6249_cov_53,NA
2656,Ntome_NODE_24477_length_893_cov_323,Ntome_NODE_5012_length_3076_cov_289,NA
2657,Ntome_NODE_24478_length_893_cov_318,Ntome_NODE_16152_length_1526_cov_126,NA
2658,Ntome_NODE_24480_length_893_cov_260,Ntome_NODE_9013_length_2337_cov_80,NA
2659,Ntome_NODE_24490_length_893_cov_84,Ntome_NODE_22027_length_1047_cov_28,NA
2660,Ntome_NODE_24501_length_892_cov_256,Ntome_NODE_24374_length_901_cov_139,NA
2661,Ntome_NODE_24511_length_891_cov_284,Ntome_NODE_5751_length_2906_cov_294,NA
2662,Ntome_NODE_24512_length_891_cov_269,Ntome_NODE_4248_length_3278_cov_124,NA
2663,Ntome_NODE_24518_length_891_cov_33,Ntome_NODE_14018_length_1736_cov_118,NA
2664,Ntome_NODE_24519_length_891_cov_29,Ntome_NODE_2875_length_3747_cov_277,NA
2665,Ntome_NODE_24524_length_890_cov_272,Ntome_NODE_18400_length_1325_cov_253,NA
2666,Ntome_NODE_24528_length_890_cov_206,Ntome_NODE_12620_length_1884_cov_225,NA
2667,Ntome_NODE_24537_length_890_cov_8,Ntome_NODE_6976_length_2659_cov_28,NA
2668,Ntome_NODE_24544_length_889_cov_79,Ntome_NODE_714_length_5535_cov_177,NA
2669,Ntome_NODE_24552_length_889_cov_13,Ntome_NODE_8223_length_2455_cov_193,NA
2670,Ntome_NODE_24555_length_889_cov_9,Ntome_NODE_11889_length_1971_cov_42,NA
2671,Ntome_NODE_24561_length_888_cov_163,Ntome_NODE_512_length_5988_cov_133,NA
2672,Ntome_NODE_24562_length_888_cov_85,Ntome_NODE_1265_length_4767_cov_126,NA
2673,Ntome_NODE_24565_length_888_cov_25,Ntome_NODE_525_length_5956_cov_260,NA
2674,Ntome_NODE_24576_length_887_cov_256,Ntome_NODE_27955_length_713_cov_5,NA
2675,Ntome_NODE_24595_length_886_cov_67,Ntome_NODE_9776_length_2228_cov_268,NA
2676,Ntome_NODE_24599_length_886_cov_11,Ntome_NODE_4107_length_3319_cov_136,NA
2677,Ntome_NODE_24601_length_886_cov_8,Ntome_NODE_23000_length_983_cov_167,NA
2678,Ntome_NODE_24603_length_885_cov_262,Ntome_NODE_21374_length_1090_cov_63,NA
2679,Ntome_NODE_24606_length_885_cov_220,Ntome_NODE_12106_length_1944_cov_60,NA
2680,Ntome_NODE_24608_length_885_cov_158,Ntome_NODE_11041_length_2067_cov_199,NA
2681,Ntome_NODE_24609_length_885_cov_113,Ntome_NODE_2258_length_4029_cov_251,NA
2682,Ntome_NODE_24623_length_884_cov_310,Ntome_NODE_4232_length_3283_cov_37,NA
2683,Ntome_NODE_24637_length_884_cov_29,Ntome_NODE_7117_length_2636_cov_15,NA
2684,Ntome_NODE_24642_length_884_cov_7,Ntome_NODE_9156_length_2317_cov_246,NA
2685,Ntome_NODE_24647_length_883_cov_167,Ntome_NODE_10645_length_2113_cov_298,NA
2686,Ntome_NODE_24651_length_883_cov_97,Ntome_NODE_4361_length_3248_cov_37,NA
2687,Ntome_NODE_24652_length_883_cov_70,Ntome_NODE_2317_length_3999_cov_229,NA
2688,Ntome_NODE_24656_length_883_cov_19,Ntome_NODE_2603_length_3859_cov_188,NA
2689,Ntome_NODE_24661_length_882_cov_294,Ntome_NODE_33059_length_473_cov_10,NA
2690,Ntome_NODE_24665_length_882_cov_249,Ntome_NODE_26298_length_792_cov_158,NA
2691,Ntome_NODE_24669_length_882_cov_153,Ntome_NODE_24219_length_911_cov_230,NA
2692,Ntome_NODE_24675_length_882_cov_14,Ntome_NODE_9091_length_2325_cov_13,NA
2693,Ntome_NODE_24677_length_882_cov_9,Ntome_NODE_18728_length_1298_cov_20,NA
2694,Ntome_NODE_24678_length_882_cov_5,Ntome_NODE_11128_length_2057_cov_12,NA
2695,Ntome_NODE_24679_length_881_cov_294,Ntome_NODE_1641_length_4426_cov_284,NA
2696,Ntome_NODE_24697_length_881_cov_6,Ntome_NODE_24071_length_920_cov_148,NA
2697,Ntome_NODE_24705_length_880_cov_37,Ntome_NODE_21301_length_1094_cov_316,NA
2698,Ntome_NODE_24709_length_880_cov_13,Ntome_NODE_19891_length_1202_cov_70,NA
2699,Ntome_NODE_24710_length_880_cov_10,Ntome_NODE_4518_length_3206_cov_117,NA
2700,Ntome_NODE_24711_length_880_cov_9,Ntome_NODE_6141_length_2824_cov_73,NA
2701,Ntome_NODE_24712_length_880_cov_8,Ntome_NODE_19349_length_1247_cov_245,NA
2702,Ntome_NODE_24716_length_879_cov_176,Ntome_NODE_23805_length_936_cov_231,NA
2703,Ntome_NODE_24717_length_879_cov_171,Ntome_NODE_9752_length_2231_cov_284,NA
2704,Ntome_NODE_24736_length_878_cov_15,Ntome_NODE_1877_length_4255_cov_296,NA
2705,Ntome_NODE_24737_length_878_cov_10,Ntome_NODE_16_length_12024_cov_84,NA
2706,Ntome_NODE_24745_length_877_cov_42,Ntome_NODE_14749_length_1660_cov_257,NA
2707,Ntome_NODE_24760_length_876_cov_252,Ntome_NODE_11870_length_1973_cov_297,NA
2708,Ntome_NODE_24765_length_876_cov_193,Ntome_NODE_6796_length_2695_cov_152,NA
2709,Ntome_NODE_24786_length_875_cov_44,Ntome_NODE_1153_length_4896_cov_305,NA
2710,Ntome_NODE_24790_length_874_cov_28,Ntome_NODE_18944_length_1281_cov_85,NA
2711,Ntome_NODE_24795_length_875_cov_10,Ntome_NODE_2620_length_3850_cov_137,NA
2712,Ntome_NODE_24797_length_875_cov_8,Ntome_NODE_23175_length_973_cov_21,NA
2713,Ntome_NODE_24802_length_874_cov_89,Ntome_NODE_23831_length_935_cov_101,NA
2714,Ntome_NODE_24804_length_874_cov_70,Ntome_NODE_16009_length_1538_cov_119,NA
2715,Ntome_NODE_24810_length_874_cov_23,Ntome_NODE_16545_length_1492_cov_295,NA
2716,Ntome_NODE_24818_length_873_cov_212,Ntome_NODE_17901_length_1366_cov_190,NA
2717,Ntome_NODE_24819_length_873_cov_201,Ntome_NODE_26183_length_800_cov_30,NA
2718,Ntome_NODE_24820_length_873_cov_121,Ntome_NODE_9771_length_2229_cov_143,NA
2719,Ntome_NODE_24823_length_873_cov_67,Ntome_NODE_28598_length_684_cov_105,NA
2720,Ntome_NODE_24826_length_873_cov_25,Ntome_NODE_837_length_5325_cov_68,NA
2721,Ntome_NODE_24828_length_873_cov_15,Ntome_NODE_7406_length_2584_cov_244,NA
2722,Ntome_NODE_24829_length_873_cov_14,Ntome_NODE_3872_length_3396_cov_292,NA
2723,Ntome_NODE_24830_length_873_cov_11,Ntome_NODE_16821_length_1464_cov_13,NA
2724,Ntome_NODE_24844_length_872_cov_24,Ntome_NODE_21946_length_1052_cov_255,NA
2725,Ntome_NODE_24849_length_871_cov_8,Ntome_NODE_6058_length_2837_cov_256,NA
2726,Ntome_NODE_24851_length_872_cov_6,Ntome_NODE_7068_length_2643_cov_269,NA
2727,Ntome_NODE_24856_length_871_cov_87,Ntome_NODE_6101_length_2830_cov_197,NA
2728,Ntome_NODE_24860_length_871_cov_41,Ntome_NODE_702_length_5556_cov_237,NA
2729,Ntome_NODE_24861_length_871_cov_22,Ntome_NODE_2734_length_3799_cov_248,NA
2730,Ntome_NODE_24869_length_871_cov_7,Ntome_NODE_20836_length_1129_cov_140,NA
2731,Ntome_NODE_24872_length_870_cov_305,Ntome_NODE_23197_length_972_cov_35,NA
2732,Ntome_NODE_24876_length_870_cov_232,Ntome_NODE_6810_length_2693_cov_83,NA
2733,Ntome_NODE_24878_length_870_cov_209,Ntome_NODE_14874_length_1647_cov_27,NA
2734,Ntome_NODE_24882_length_870_cov_61,Ntome_NODE_13239_length_1815_cov_249,NA
2735,Ntome_NODE_24888_length_870_cov_14,Ntome_NODE_1821_length_4294_cov_206,NA
2736,Ntome_NODE_24892_length_870_cov_6,Ntome_NODE_12985_length_1843_cov_285,NA
2737,Ntome_NODE_24893_length_870_cov_4,Ntome_NODE_10443_length_2140_cov_105,NA
2738,Ntome_NODE_24899_length_869_cov_227,Ntome_NODE_19586_length_1227_cov_53,NA
2739,Ntome_NODE_24912_length_868_cov_242,Ntome_NODE_8989_length_2340_cov_170,NA
2740,Ntome_NODE_24917_length_868_cov_179,Ntome_NODE_1362_length_4664_cov_148,NA
2741,Ntome_NODE_24923_length_868_cov_10,Ntome_NODE_32246_length_532_cov_16,NA
2742,Ntome_NODE_24929_length_867_cov_157,Ntome_NODE_2493_length_3912_cov_143,NA
2743,Ntome_NODE_24930_length_867_cov_102,Ntome_NODE_8170_length_2465_cov_87,NA
2744,Ntome_NODE_24944_length_866_cov_287,Ntome_NODE_27611_length_728_cov_6,NA
2745,Ntome_NODE_24945_length_866_cov_282,Ntome_NODE_6243_length_2799_cov_140,NA
2746,Ntome_NODE_24947_length_866_cov_187,Ntome_NODE_20713_length_1137_cov_33,NA
2747,Ntome_NODE_24950_length_866_cov_47,Ntome_NODE_8534_length_2408_cov_47,NA
2748,Ntome_NODE_24958_length_866_cov_9,Ntome_NODE_6652_length_2720_cov_231,NA
2749,Ntome_NODE_24959_length_866_cov_6,Ntome_NODE_10518_length_2130_cov_121,NA
2750,Ntome_NODE_24962_length_865_cov_258,Ntome_NODE_18574_length_1310_cov_171,NA
2751,Ntome_NODE_24975_length_866_cov_13,Ntome_NODE_3430_length_3537_cov_166,NA
2752,Ntome_NODE_24977_length_865_cov_9,Ntome_NODE_6109_length_2829_cov_200,NA
2753,Ntome_NODE_24979_length_864_cov_310,Ntome_NODE_13262_length_1813_cov_33,NA
2754,Ntome_NODE_24982_length_864_cov_231,Ntome_NODE_24907_length_869_cov_6,NA
2755,Ntome_NODE_24984_length_864_cov_131,Ntome_NODE_8365_length_2432_cov_262,NA
2756,Ntome_NODE_24996_length_863_cov_400,Ntome_NODE_25449_length_836_cov_5,NA
2757,Ntome_NODE_25000_length_863_cov_97,Ntome_NODE_17521_length_1401_cov_63,NA
2758,Ntome_NODE_25002_length_863_cov_70,Ntome_NODE_441_length_6188_cov_61,NA
2759,Ntome_NODE_25006_length_863_cov_17,Ntome_NODE_28154_length_703_cov_52,NA
2760,Ntome_NODE_25008_length_863_cov_13,Ntome_NODE_7877_length_2511_cov_56,NA
2761,Ntome_NODE_25011_length_863_cov_8,Ntome_NODE_7523_length_2567_cov_58,NA
2762,Ntome_NODE_25020_length_862_cov_118,Ntome_NODE_6168_length_2818_cov_188,NA
2763,Ntome_NODE_25028_length_862_cov_11,Ntome_NODE_15531_length_1581_cov_134,NA
2764,Ntome_NODE_25031_length_862_cov_7,Ntome_NODE_1059_length_5009_cov_156,NA
2765,Ntome_NODE_25035_length_861_cov_91,Ntome_NODE_14165_length_1720_cov_38,NA
2766,Ntome_NODE_25038_length_861_cov_24,Ntome_NODE_24284_length_907_cov_200,NA
2767,Ntome_NODE_25039_length_861_cov_19,Ntome_NODE_4605_length_3181_cov_286,NA
2768,Ntome_NODE_25040_length_862_cov_15,Ntome_NODE_2387_length_3967_cov_191,NA
2769,Ntome_NODE_25041_length_861_cov_15,Ntome_NODE_16680_length_1478_cov_72,NA
2770,Ntome_NODE_25042_length_861_cov_11,Ntome_NODE_30047_length_626_cov_4,NA
2771,Ntome_NODE_25052_length_860_cov_206,Ntome_NODE_977_length_5121_cov_115,NA
2772,Ntome_NODE_25055_length_860_cov_122,Ntome_NODE_18996_length_1276_cov_243,NA
2773,Ntome_NODE_25057_length_860_cov_101,Ntome_NODE_21638_length_1072_cov_40,NA
2774,Ntome_NODE_25059_length_860_cov_39,Ntome_NODE_20395_length_1161_cov_290,NA
2775,Ntome_NODE_25067_length_860_cov_7,Ntome_NODE_5280_length_3012_cov_52,NA
2776,Ntome_NODE_25069_length_860_cov_6,Ntome_NODE_15783_length_1559_cov_268,NA
2777,Ntome_NODE_25072_length_859_cov_241,Ntome_NODE_2753_length_3787_cov_256,NA
2778,Ntome_NODE_25073_length_859_cov_117,Ntome_NODE_18110_length_1349_cov_226,NA
2779,Ntome_NODE_25076_length_859_cov_39,Ntome_NODE_420_length_6242_cov_30,NA
2780,Ntome_NODE_25089_length_858_cov_42,Ntome_NODE_3914_length_3383_cov_119,NA
2781,Ntome_NODE_25090_length_858_cov_35,Ntome_NODE_10187_length_2173_cov_68,NA
2782,Ntome_NODE_25091_length_858_cov_32,Ntome_NODE_10542_length_2127_cov_40,NA
2783,Ntome_NODE_25099_length_857_cov_311,Ntome_NODE_19626_length_1224_cov_4,NA
2784,Ntome_NODE_25100_length_857_cov_283,Ntome_NODE_5343_length_2998_cov_65,NA
2785,Ntome_NODE_25102_length_857_cov_243,Ntome_NODE_2494_length_3912_cov_126,NA
2786,Ntome_NODE_25115_length_856_cov_270,Ntome_NODE_2075_length_4123_cov_201,NA
2787,Ntome_NODE_25116_length_856_cov_268,Ntome_NODE_1959_length_4204_cov_186,NA
2788,Ntome_NODE_25119_length_856_cov_259,Ntome_NODE_3203_length_3621_cov_181,NA
2789,Ntome_NODE_25120_length_856_cov_229,Ntome_NODE_27032_length_756_cov_12,NA
2790,Ntome_NODE_25122_length_856_cov_116,Ntome_NODE_2660_length_3832_cov_153,NA
2791,Ntome_NODE_25134_length_855_cov_120,Ntome_NODE_24632_length_884_cov_85,NA
2792,Ntome_NODE_25135_length_855_cov_57,Ntome_NODE_108_length_8380_cov_158,NA
2793,Ntome_NODE_25136_length_855_cov_27,Ntome_NODE_28571_length_685_cov_119,NA
2794,Ntome_NODE_25138_length_855_cov_16,Ntome_NODE_965_length_5139_cov_257,NA
2795,Ntome_NODE_25142_length_855_cov_6,Ntome_NODE_4607_length_3181_cov_213,NA
2796,Ntome_NODE_25143_length_855_cov_5,Ntome_NODE_21495_length_1081_cov_292,NA
2797,Ntome_NODE_25147_length_854_cov_234,Ntome_NODE_23890_length_931_cov_211,NA
2798,Ntome_NODE_25150_length_854_cov_188,Ntome_NODE_5130_length_3048_cov_225,NA
2799,Ntome_NODE_25159_length_854_cov_23,Ntome_NODE_910_length_5214_cov_141,NA
2800,Ntome_NODE_25168_length_853_cov_65,Ntome_NODE_30211_length_620_cov_5,NA
2801,Ntome_NODE_25170_length_853_cov_36,Ntome_NODE_6898_length_2674_cov_271,NA
2802,Ntome_NODE_25181_length_853_cov_9,Ntome_NODE_1498_length_4534_cov_264,NA
2803,Ntome_NODE_25183_length_853_cov_7,Ntome_NODE_8741_length_2379_cov_207,NA
2804,Ntome_NODE_25188_length_852_cov_12,Ntome_NODE_1196_length_4846_cov_250,NA
2805,Ntome_NODE_25194_length_851_cov_268,Ntome_NODE_15362_length_1597_cov_122,NA
2806,Ntome_NODE_25202_length_851_cov_40,Ntome_NODE_12122_length_1936_cov_6,NA
2807,Ntome_NODE_25204_length_851_cov_33,Ntome_NODE_1560_length_4487_cov_116,NA
2808,Ntome_NODE_25205_length_851_cov_25,Ntome_NODE_16656_length_1481_cov_254,NA
2809,Ntome_NODE_25215_length_850_cov_115,Ntome_NODE_9855_length_2218_cov_45,NA
2810,Ntome_NODE_25218_length_850_cov_80,Ntome_NODE_3573_length_3493_cov_193,NA
2811,Ntome_NODE_25222_length_850_cov_19,Ntome_NODE_11177_length_2051_cov_295,NA
2812,Ntome_NODE_25233_length_849_cov_47,Ntome_NODE_15116_length_1622_cov_234,NA
2813,Ntome_NODE_25234_length_849_cov_32,Ntome_NODE_2887_length_3744_cov_90,NA
2814,Ntome_NODE_25236_length_849_cov_6,Ntome_NODE_23804_length_936_cov_233,NA
2815,Ntome_NODE_25237_length_849_cov_5,Ntome_NODE_4781_length_3138_cov_205,NA
2816,Ntome_NODE_25243_length_848_cov_27,Ntome_NODE_22181_length_1036_cov_6,NA
2817,Ntome_NODE_25245_length_848_cov_12,Ntome_NODE_18512_length_1316_cov_14,NA
2818,Ntome_NODE_25248_length_848_cov_6,Ntome_NODE_11100_length_2060_cov_246,NA
2819,Ntome_NODE_25251_length_848_cov_3,Ntome_NODE_5908_length_2870_cov_263,NA
2820,Ntome_NODE_25252_length_847_cov_271,Ntome_NODE_1635_length_4431_cov_50,NA
2821,Ntome_NODE_25256_length_847_cov_62,Ntome_NODE_1906_length_4233_cov_204,NA
2822,Ntome_NODE_25257_length_847_cov_57,Ntome_NODE_8800_length_2370_cov_163,NA
2823,Ntome_NODE_25261_length_847_cov_24,Ntome_NODE_5381_length_2989_cov_210,NA
2824,Ntome_NODE_25262_length_847_cov_17,Ntome_NODE_5102_length_3054_cov_99,NA
2825,Ntome_NODE_25264_length_847_cov_10,Ntome_NODE_1697_length_4384_cov_204,NA
2826,Ntome_NODE_25268_length_847_cov_4,Ntome_NODE_609_length_5750_cov_80,NA
2827,Ntome_NODE_25270_length_846_cov_287,Ntome_NODE_17482_length_1405_cov_95,NA
2828,Ntome_NODE_25284_length_846_cov_9,Ntome_NODE_10387_length_2147_cov_145,NA
2829,Ntome_NODE_25286_length_846_cov_7,Ntome_NODE_3685_length_3456_cov_169,NA
2830,Ntome_NODE_25287_length_846_cov_6,Ntome_NODE_13053_length_1836_cov_28,NA
2831,Ntome_NODE_25289_length_846_cov_5,Ntome_NODE_9040_length_2331_cov_202,NA
2832,Ntome_NODE_25290_length_845_cov_301,Ntome_NODE_17605_length_1393_cov_143,NA
2833,Ntome_NODE_25292_length_845_cov_252,Ntome_NODE_1910_length_4228_cov_172,NA
2834,Ntome_NODE_25295_length_845_cov_237,Ntome_NODE_7209_length_2620_cov_261,NA
2835,Ntome_NODE_25299_length_845_cov_73,Ntome_NODE_2937_length_3722_cov_224,NA
2836,Ntome_NODE_25307_length_844_cov_52,Ntome_NODE_557_length_5878_cov_117,NA
2837,Ntome_NODE_25312_length_844_cov_17,Ntome_NODE_30124_length_623_cov_16,NA
2838,Ntome_NODE_25316_length_844_cov_6,Ntome_NODE_23831_length_935_cov_101,NA
2839,Ntome_NODE_25319_length_844_cov_5,Ntome_NODE_6897_length_2674_cov_311,NA
2840,Ntome_NODE_25320_length_844_cov_5,Ntome_NODE_3110_length_3655_cov_236,NA
2841,Ntome_NODE_25337_length_842_cov_266,Ntome_NODE_8378_length_2430_cov_215,NA
2842,Ntome_NODE_25341_length_842_cov_59,Ntome_NODE_11578_length_2005_cov_161,NA
2843,Ntome_NODE_25348_length_841_cov_95,Ntome_NODE_14855_length_1648_cov_295,NA
2844,Ntome_NODE_25349_length_841_cov_54,Ntome_NODE_21401_length_1088_cov_267,NA
2845,Ntome_NODE_25354_length_841_cov_21,Ntome_NODE_11221_length_2047_cov_89,NA
2846,Ntome_NODE_25358_length_841_cov_15,Ntome_NODE_4215_length_3289_cov_68,NA
2847,Ntome_NODE_25359_length_841_cov_13,Ntome_NODE_12945_length_1847_cov_99,NA
2848,Ntome_NODE_25366_length_840_cov_210,Ntome_NODE_10763_length_2099_cov_272,NA
2849,Ntome_NODE_25369_length_840_cov_118,Ntome_NODE_11914_length_1967_cov_235,NA
2850,Ntome_NODE_25370_length_840_cov_45,Ntome_NODE_23994_length_925_cov_28,NA
2851,Ntome_NODE_25374_length_840_cov_17,Ntome_NODE_3874_length_3396_cov_118,NA
2852,Ntome_NODE_25379_length_840_cov_5,Ntome_NODE_1749_length_4344_cov_220,NA
2853,Ntome_NODE_25382_length_839_cov_245,Ntome_NODE_24046_length_922_cov_13,NA
2854,Ntome_NODE_25385_length_839_cov_75,Ntome_NODE_20690_length_1139_cov_13,NA
2855,Ntome_NODE_25386_length_839_cov_42,Ntome_NODE_19861_length_1204_cov_154,NA
2856,Ntome_NODE_25388_length_839_cov_40,Ntome_NODE_8693_length_2386_cov_154,NA
2857,Ntome_NODE_25394_length_839_cov_16,Ntome_NODE_5538_length_2953_cov_143,NA
2858,Ntome_NODE_25395_length_839_cov_15,Ntome_NODE_29616_length_643_cov_254,NA
2859,Ntome_NODE_25398_length_839_cov_5,Ntome_NODE_24594_length_886_cov_199,NA
2860,Ntome_NODE_25401_length_838_cov_253,Ntome_NODE_6906_length_2673_cov_255,NA
2861,Ntome_NODE_25408_length_838_cov_23,Ntome_NODE_9779_length_2228_cov_195,NA
2862,Ntome_NODE_25412_length_837_cov_9,Ntome_NODE_3964_length_3366_cov_196,NA
2863,Ntome_NODE_25416_length_837_cov_273,Ntome_NODE_7928_length_2500_cov_290,NA
2864,Ntome_NODE_25421_length_837_cov_18,Ntome_NODE_5124_length_3049_cov_197,NA
2865,Ntome_NODE_25423_length_837_cov_12,Ntome_NODE_524_length_5958_cov_138,NA
2866,Ntome_NODE_25424_length_837_cov_11,Ntome_NODE_24773_length_876_cov_27,NA
2867,Ntome_NODE_25428_length_837_cov_8,Ntome_NODE_11341_length_2032_cov_223,NA
2868,Ntome_NODE_25432_length_837_cov_6,Ntome_NODE_2811_length_3768_cov_78,NA
2869,Ntome_NODE_25438_length_836_cov_41,Ntome_NODE_125_length_8087_cov_115,NA
2870,Ntome_NODE_25441_length_836_cov_26,Ntome_NODE_11550_length_2008_cov_199,NA
2871,Ntome_NODE_25442_length_836_cov_22,Ntome_NODE_13330_length_1805_cov_17,NA
2872,Ntome_NODE_25448_length_836_cov_5,Ntome_NODE_33198_length_463_cov_25,NA
2873,Ntome_NODE_25453_length_835_cov_274,Ntome_NODE_10676_length_2110_cov_57,NA
2874,Ntome_NODE_25455_length_835_cov_235,Ntome_NODE_9113_length_2321_cov_304,NA
2875,Ntome_NODE_25457_length_835_cov_178,Ntome_NODE_7821_length_2520_cov_291,NA
2876,Ntome_NODE_25462_length_835_cov_64,Ntome_NODE_2895_length_3738_cov_123,NA
2877,Ntome_NODE_25466_length_835_cov_13,Ntome_NODE_11790_length_1982_cov_85,NA
2878,Ntome_NODE_25469_length_835_cov_8,Ntome_NODE_22588_length_1010_cov_251,NA
2879,Ntome_NODE_25472_length_835_cov_6,Ntome_NODE_11067_length_2065_cov_91,NA
2880,Ntome_NODE_25477_length_834_cov_259,Ntome_NODE_20714_length_1137_cov_25,NA
2881,Ntome_NODE_25481_length_834_cov_87,Ntome_NODE_21209_length_1101_cov_192,NA
2882,Ntome_NODE_25484_length_834_cov_44,Ntome_NODE_29177_length_661_cov_52,NA
2883,Ntome_NODE_25491_length_834_cov_11,Ntome_NODE_39244_length_263_cov_3,NA
2884,Ntome_NODE_25492_length_834_cov_10,Ntome_NODE_5531_length_2954_cov_282,NA
2885,Ntome_NODE_25493_length_834_cov_9,Ntome_NODE_758_length_5450_cov_43,NA
2886,Ntome_NODE_25496_length_833_cov_233,Ntome_NODE_29440_length_650_cov_68,NA
2887,Ntome_NODE_25497_length_833_cov_144,Ntome_NODE_12488_length_1898_cov_256,NA
2888,Ntome_NODE_25511_length_832_cov_306,Ntome_NODE_18166_length_1346_cov_7,NA
2889,Ntome_NODE_25523_length_832_cov_24,Ntome_NODE_8835_length_2363_cov_173,NA
2890,Ntome_NODE_25540_length_832_cov_8,Ntome_NODE_11767_length_1985_cov_117,NA
2891,Ntome_NODE_25542_length_831_cov_6,Ntome_NODE_2657_length_3834_cov_260,NA
2892,Ntome_NODE_25544_length_830_cov_295,Ntome_NODE_21004_length_1116_cov_19,NA
2893,Ntome_NODE_25548_length_830_cov_210,Ntome_NODE_15565_length_1578_cov_276,NA
2894,Ntome_NODE_25569_length_829_cov_233,Ntome_NODE_29127_length_663_cov_17,NA
2895,Ntome_NODE_25572_length_829_cov_126,Ntome_NODE_3181_length_3626_cov_155,NA
2896,Ntome_NODE_25575_length_829_cov_77,Ntome_NODE_8557_length_2404_cov_319,NA
2897,Ntome_NODE_25579_length_829_cov_57,Ntome_NODE_13737_length_1763_cov_308,NA
