"","Query.seq.ID","n"
"17970","Ntome_NODE_14426_length_1693_cov_49",2
"17971","Ntome_NODE_14432_length_1692_cov_192",2
"17972","Ntome_NODE_14434_length_1691_cov_145",2
"17973","Ntome_NODE_14447_length_1691_cov_48",2
"17974","Ntome_NODE_14456_length_1690_cov_63",2
"17975","Ntome_NODE_14469_length_1688_cov_261",2
"17976","Ntome_NODE_14472_length_1688_cov_82",2
"17977","Ntome_NODE_14473_length_1688_cov_76",2
"17978","Ntome_NODE_14482_length_1687_cov_188",2
"17979","Ntome_NODE_14486_length_1687_cov_99",2
"17980","Ntome_NODE_14490_length_1687_cov_11",2
"17981","Ntome_NODE_14498_length_1686_cov_38",2
"17982","Ntome_NODE_14499_length_1685_cov_283",2
"17983","Ntome_NODE_145_length_7905_cov_198",2
"17984","Ntome_NODE_14505_length_1685_cov_103",2
"17985","Ntome_NODE_1451_length_4578_cov_278",2
"17986","Ntome_NODE_14510_length_1684_cov_268",2
"17987","Ntome_NODE_14514_length_1684_cov_127",2
"17988","Ntome_NODE_14516_length_1684_cov_57",2
"17989","Ntome_NODE_14519_length_1683_cov_284",2
"17990","Ntome_NODE_14522_length_1683_cov_226",2
"17991","Ntome_NODE_14530_length_1682_cov_149",2
"17992","Ntome_NODE_1454_length_4574_cov_293",2
"17993","Ntome_NODE_14551_length_1680_cov_150",2
"17994","Ntome_NODE_14556_length_1679_cov_248",2
"17995","Ntome_NODE_14563_length_1679_cov_80",2
"17996","Ntome_NODE_14565_length_1679_cov_35",2
"17997","Ntome_NODE_14567_length_1678_cov_268",2
"17998","Ntome_NODE_14575_length_1677_cov_64",2
"17999","Ntome_NODE_14576_length_1678_cov_53",2
"18000","Ntome_NODE_14578_length_1678_cov_28",2
"18001","Ntome_NODE_14579_length_1677_cov_282",2
"18002","Ntome_NODE_14581_length_1677_cov_231",2
"18003","Ntome_NODE_14582_length_1677_cov_172",2
"18004","Ntome_NODE_14591_length_1676_cov_262",2
"18005","Ntome_NODE_14602_length_1676_cov_73",2
"18006","Ntome_NODE_14604_length_1676_cov_70",2
"18007","Ntome_NODE_14613_length_1675_cov_178",2
"18008","Ntome_NODE_14614_length_1675_cov_96",2
"18009","Ntome_NODE_14615_length_1675_cov_69",2
"18010","Ntome_NODE_14623_length_1674_cov_205",2
"18011","Ntome_NODE_14625_length_1674_cov_110",2
"18012","Ntome_NODE_14630_length_1673_cov_293",2
"18013","Ntome_NODE_14631_length_1673_cov_277",2
"18014","Ntome_NODE_14632_length_1673_cov_252",2
"18015","Ntome_NODE_14633_length_1673_cov_248",2
"18016","Ntome_NODE_14634_length_1673_cov_248",2
"18017","Ntome_NODE_14635_length_1673_cov_243",2
"18018","Ntome_NODE_14637_length_1673_cov_208",2
"18019","Ntome_NODE_14640_length_1673_cov_169",2
"18020","Ntome_NODE_14641_length_1673_cov_124",2
"18021","Ntome_NODE_14645_length_1673_cov_73",2
"18022","Ntome_NODE_14648_length_1673_cov_17",2
"18023","Ntome_NODE_14651_length_1672_cov_244",2
"18024","Ntome_NODE_14658_length_1671_cov_230",2
"18025","Ntome_NODE_14661_length_1671_cov_47",2
"18026","Ntome_NODE_14668_length_1669_cov_167",2
"18027","Ntome_NODE_14673_length_1668_cov_275",2
"18028","Ntome_NODE_14674_length_1668_cov_249",2
"18029","Ntome_NODE_14676_length_1668_cov_146",2
"18030","Ntome_NODE_14680_length_1668_cov_42",2
"18031","Ntome_NODE_14683_length_1668_cov_13",2
"18032","Ntome_NODE_14687_length_1667_cov_212",2
"18033","Ntome_NODE_14690_length_1667_cov_87",2
"18034","Ntome_NODE_14695_length_1666_cov_113",2
"18035","Ntome_NODE_14704_length_1665_cov_233",2
"18036","Ntome_NODE_14712_length_1664_cov_284",2
"18037","Ntome_NODE_14715_length_1664_cov_196",2
"18038","Ntome_NODE_14716_length_1664_cov_172",2
"18039","Ntome_NODE_14721_length_1663_cov_268",2
"18040","Ntome_NODE_14723_length_1663_cov_131",2
"18041","Ntome_NODE_14728_length_1662_cov_203",2
"18042","Ntome_NODE_14737_length_1662_cov_14",2
"18043","Ntome_NODE_14743_length_1661_cov_140",2
"18044","Ntome_NODE_14750_length_1660_cov_242",2
"18045","Ntome_NODE_14754_length_1660_cov_144",2
"18046","Ntome_NODE_14755_length_1660_cov_84",2
"18047","Ntome_NODE_14758_length_1660_cov_24",2
"18048","Ntome_NODE_14763_length_1659_cov_253",2
"18049","Ntome_NODE_14766_length_1659_cov_125",2
"18050","Ntome_NODE_14767_length_1659_cov_121",2
"18051","Ntome_NODE_14774_length_1658_cov_214",2
"18052","Ntome_NODE_14782_length_1657_cov_260",2
"18053","Ntome_NODE_14785_length_1657_cov_118",2
"18054","Ntome_NODE_14786_length_1657_cov_94",2
"18055","Ntome_NODE_14787_length_1657_cov_89",2
"18056","Ntome_NODE_14788_length_1657_cov_88",2
"18057","Ntome_NODE_14798_length_1656_cov_99",2
"18058","Ntome_NODE_14799_length_1656_cov_97",2
"18059","Ntome_NODE_14801_length_1656_cov_56",2
"18060","Ntome_NODE_14806_length_1655_cov_97",2
"18061","Ntome_NODE_14808_length_1655_cov_73",2
"18062","Ntome_NODE_14812_length_1655_cov_23",2
"18063","Ntome_NODE_14816_length_1654_cov_275",2
"18064","Ntome_NODE_14820_length_1654_cov_27",2
"18065","Ntome_NODE_14825_length_1653_cov_202",2
"18066","Ntome_NODE_14835_length_1652_cov_33",2
"18067","Ntome_NODE_14837_length_1652_cov_20",2
"18068","Ntome_NODE_14839_length_1651_cov_270",2
"18069","Ntome_NODE_14842_length_1651_cov_20",2
"18070","Ntome_NODE_14844_length_1650_cov_204",2
"18071","Ntome_NODE_14852_length_1649_cov_23",2
"18072","Ntome_NODE_14853_length_1649_cov_11",2
"18073","Ntome_NODE_14854_length_1648_cov_302",2
"18074","Ntome_NODE_14864_length_1648_cov_17",2
"18075","Ntome_NODE_14867_length_1647_cov_255",2
"18076","Ntome_NODE_14868_length_1647_cov_243",2
"18077","Ntome_NODE_14874_length_1647_cov_27",2
"18078","Ntome_NODE_14876_length_1646_cov_280",2
"18079","Ntome_NODE_14878_length_1646_cov_257",2
"18080","Ntome_NODE_14879_length_1646_cov_207",2
"18081","Ntome_NODE_14883_length_1646_cov_13",2
"18082","Ntome_NODE_14885_length_1645_cov_265",2
"18083","Ntome_NODE_1489_length_4541_cov_298",2
"18084","Ntome_NODE_14896_length_1644_cov_255",2
"18085","Ntome_NODE_14906_length_1644_cov_54",2
"18086","Ntome_NODE_14910_length_1643_cov_275",2
"18087","Ntome_NODE_14914_length_1643_cov_210",2
"18088","Ntome_NODE_14916_length_1643_cov_179",2
"18089","Ntome_NODE_14917_length_1643_cov_169",2
"18090","Ntome_NODE_14920_length_1643_cov_147",2
"18091","Ntome_NODE_14929_length_1642_cov_289",2
"18092","Ntome_NODE_1493_length_4538_cov_267",2
"18093","Ntome_NODE_14930_length_1642_cov_286",2
"18094","Ntome_NODE_14937_length_1642_cov_105",2
"18095","Ntome_NODE_14940_length_1642_cov_14",2
"18096","Ntome_NODE_14943_length_1641_cov_289",2
"18097","Ntome_NODE_14945_length_1641_cov_214",2
"18098","Ntome_NODE_14951_length_1641_cov_53",2
"18099","Ntome_NODE_14953_length_1640_cov_265",2
"18100","Ntome_NODE_14959_length_1638_cov_8",2
"18101","Ntome_NODE_14961_length_1638_cov_261",2
"18102","Ntome_NODE_14966_length_1639_cov_124",2
"18103","Ntome_NODE_14975_length_1638_cov_283",2
"18104","Ntome_NODE_14976_length_1638_cov_278",2
"18105","Ntome_NODE_14978_length_1638_cov_246",2
"18106","Ntome_NODE_14986_length_1637_cov_246",2
"18107","Ntome_NODE_14988_length_1637_cov_174",2
"18108","Ntome_NODE_14996_length_1636_cov_165",2
"18109","Ntome_NODE_14997_length_1636_cov_149",2
"18110","Ntome_NODE_15000_length_1635_cov_172",2
"18111","Ntome_NODE_15001_length_1635_cov_172",2
"18112","Ntome_NODE_15002_length_1635_cov_116",2
"18113","Ntome_NODE_1501_length_4533_cov_29",2
"18114","Ntome_NODE_15017_length_1633_cov_200",2
"18115","Ntome_NODE_15019_length_1633_cov_195",2
"18116","Ntome_NODE_15033_length_1631_cov_269",2
"18117","Ntome_NODE_15037_length_1631_cov_203",2
"18118","Ntome_NODE_1504_length_4531_cov_43",2
"18119","Ntome_NODE_15044_length_1630_cov_297",2
"18120","Ntome_NODE_15045_length_1630_cov_272",2
"18121","Ntome_NODE_1505_length_4530_cov_283",2
"18122","Ntome_NODE_15055_length_1630_cov_19",2
"18123","Ntome_NODE_15056_length_1630_cov_10",2
"18124","Ntome_NODE_15060_length_1629_cov_92",2
"18125","Ntome_NODE_15063_length_1629_cov_17",2
"18126","Ntome_NODE_15064_length_1629_cov_11",2
"18127","Ntome_NODE_15066_length_1628_cov_274",2
"18128","Ntome_NODE_15071_length_1628_cov_78",2
"18129","Ntome_NODE_15077_length_1627_cov_104",2
"18130","Ntome_NODE_1508_length_4529_cov_97",2
"18131","Ntome_NODE_15081_length_1627_cov_21",2
"18132","Ntome_NODE_15088_length_1626_cov_240",2
"18133","Ntome_NODE_1509_length_4528_cov_22",2
"18134","Ntome_NODE_15090_length_1626_cov_75",2
"18135","Ntome_NODE_15094_length_1624_cov_282",2
"18136","Ntome_NODE_15096_length_1624_cov_75",2
"18137","Ntome_NODE_15102_length_1623_cov_277",2
"18138","Ntome_NODE_15105_length_1623_cov_168",2
"18139","Ntome_NODE_15106_length_1623_cov_149",2
"18140","Ntome_NODE_15107_length_1623_cov_106",2
"18141","Ntome_NODE_15109_length_1623_cov_62",2
"18142","Ntome_NODE_15117_length_1622_cov_220",2
"18143","Ntome_NODE_15124_length_1621_cov_273",2
"18144","Ntome_NODE_15127_length_1621_cov_230",2
"18145","Ntome_NODE_15129_length_1621_cov_52",2
"18146","Ntome_NODE_15130_length_1621_cov_40",2
"18147","Ntome_NODE_15131_length_1621_cov_25",2
"18148","Ntome_NODE_15139_length_1619_cov_286",2
"18149","Ntome_NODE_15140_length_1619_cov_283",2
"18150","Ntome_NODE_15148_length_1618_cov_292",2
"18151","Ntome_NODE_15149_length_1618_cov_279",2
"18152","Ntome_NODE_1515_length_4524_cov_279",2
"18153","Ntome_NODE_15151_length_1618_cov_265",2
"18154","Ntome_NODE_15153_length_1618_cov_203",2
"18155","Ntome_NODE_15161_length_1617_cov_112",2
"18156","Ntome_NODE_15164_length_1617_cov_56",2
"18157","Ntome_NODE_15165_length_1616_cov_285",2
"18158","Ntome_NODE_15170_length_1616_cov_205",2
"18159","Ntome_NODE_15171_length_1616_cov_129",2
"18160","Ntome_NODE_15182_length_1615_cov_188",2
"18161","Ntome_NODE_15183_length_1615_cov_185",2
"18162","Ntome_NODE_15184_length_1615_cov_139",2
"18163","Ntome_NODE_15185_length_1615_cov_66",2
"18164","Ntome_NODE_15193_length_1615_cov_7",2
"18165","Ntome_NODE_15197_length_1614_cov_195",2
"18166","Ntome_NODE_15204_length_1613_cov_280",2
"18167","Ntome_NODE_15207_length_1613_cov_168",2
"18168","Ntome_NODE_15221_length_1612_cov_51",2
"18169","Ntome_NODE_15227_length_1611_cov_206",2
"18170","Ntome_NODE_15228_length_1611_cov_161",2
"18171","Ntome_NODE_15238_length_1610_cov_180",2
"18172","Ntome_NODE_15243_length_1610_cov_32",2
"18173","Ntome_NODE_15253_length_1609_cov_91",2
"18174","Ntome_NODE_15257_length_1609_cov_26",2
"18175","Ntome_NODE_15266_length_1608_cov_146",2
"18176","Ntome_NODE_15271_length_1607_cov_201",2
"18177","Ntome_NODE_15272_length_1607_cov_172",2
"18178","Ntome_NODE_15282_length_1607_cov_12",2
"18179","Ntome_NODE_15286_length_1606_cov_59",2
"18180","Ntome_NODE_15287_length_1606_cov_37",2
"18181","Ntome_NODE_15303_length_1604_cov_254",2
"18182","Ntome_NODE_15304_length_1604_cov_253",2
"18183","Ntome_NODE_15308_length_1604_cov_112",2
"18184","Ntome_NODE_15309_length_1604_cov_36",2
"18185","Ntome_NODE_15313_length_1603_cov_244",2
"18186","Ntome_NODE_15317_length_1603_cov_84",2
"18187","Ntome_NODE_15319_length_1603_cov_66",2
"18188","Ntome_NODE_15330_length_1601_cov_306",2
"18189","Ntome_NODE_15332_length_1601_cov_267",2
"18190","Ntome_NODE_15337_length_1600_cov_299",2
"18191","Ntome_NODE_15343_length_1600_cov_39",2
"18192","Ntome_NODE_15346_length_1600_cov_12",2
"18193","Ntome_NODE_15354_length_1598_cov_219",2
"18194","Ntome_NODE_15362_length_1597_cov_122",2
"18195","Ntome_NODE_15363_length_1597_cov_72",2
"18196","Ntome_NODE_15364_length_1597_cov_53",2
"18197","Ntome_NODE_15366_length_1597_cov_20",2
"18198","Ntome_NODE_1537_length_4509_cov_40",2
"18199","Ntome_NODE_15370_length_1596_cov_262",2
"18200","Ntome_NODE_15371_length_1596_cov_235",2
"18201","Ntome_NODE_15381_length_1596_cov_9",2
"18202","Ntome_NODE_15390_length_1595_cov_73",2
"18203","Ntome_NODE_15396_length_1594_cov_249",2
"18204","Ntome_NODE_15399_length_1594_cov_20",2
"18205","Ntome_NODE_15401_length_1593_cov_270",2
"18206","Ntome_NODE_15407_length_1593_cov_117",2
"18207","Ntome_NODE_15410_length_1593_cov_89",2
"18208","Ntome_NODE_15415_length_1593_cov_11",2
"18209","Ntome_NODE_15421_length_1592_cov_144",2
"18210","Ntome_NODE_15422_length_1592_cov_82",2
"18211","Ntome_NODE_15441_length_1590_cov_154",2
"18212","Ntome_NODE_15443_length_1589_cov_164",2
"18213","Ntome_NODE_15449_length_1588_cov_273",2
"18214","Ntome_NODE_15451_length_1588_cov_229",2
"18215","Ntome_NODE_15456_length_1588_cov_155",2
"18216","Ntome_NODE_15461_length_1587_cov_223",2
"18217","Ntome_NODE_15468_length_1586_cov_252",2
"18218","Ntome_NODE_15469_length_1586_cov_249",2
"18219","Ntome_NODE_15471_length_1586_cov_180",2
"18220","Ntome_NODE_1548_length_4496_cov_298",2
"18221","Ntome_NODE_1549_length_4495_cov_43",2
"18222","Ntome_NODE_15494_length_1585_cov_15",2
"18223","Ntome_NODE_1550_length_4494_cov_267",2
"18224","Ntome_NODE_15500_length_1584_cov_127",2
"18225","Ntome_NODE_15504_length_1584_cov_61",2
"18226","Ntome_NODE_15506_length_1584_cov_40",2
"18227","Ntome_NODE_15507_length_1584_cov_20",2
"18228","Ntome_NODE_15508_length_1583_cov_293",2
"18229","Ntome_NODE_15509_length_1583_cov_265",2
"18230","Ntome_NODE_15513_length_1583_cov_95",2
"18231","Ntome_NODE_15518_length_1582_cov_291",2
"18232","Ntome_NODE_15519_length_1582_cov_237",2
"18233","Ntome_NODE_15520_length_1582_cov_182",2
"18234","Ntome_NODE_15524_length_1582_cov_80",2
"18235","Ntome_NODE_15533_length_1581_cov_39",2
"18236","Ntome_NODE_15540_length_1580_cov_230",2
"18237","Ntome_NODE_15548_length_1580_cov_21",2
"18238","Ntome_NODE_15555_length_1579_cov_236",2
"18239","Ntome_NODE_15558_length_1579_cov_127",2
"18240","Ntome_NODE_15559_length_1579_cov_126",2
"18241","Ntome_NODE_15563_length_1579_cov_10",2
"18242","Ntome_NODE_15565_length_1578_cov_276",2
"18243","Ntome_NODE_15569_length_1578_cov_237",2
"18244","Ntome_NODE_15581_length_1577_cov_274",2
"18245","Ntome_NODE_15584_length_1577_cov_251",2
"18246","Ntome_NODE_15585_length_1577_cov_251",2
"18247","Ntome_NODE_15594_length_1576_cov_150",2
"18248","Ntome_NODE_15596_length_1576_cov_115",2
"18249","Ntome_NODE_15597_length_1576_cov_84",2
"18250","Ntome_NODE_15599_length_1576_cov_65",2
"18251","Ntome_NODE_15602_length_1575_cov_291",2
"18252","Ntome_NODE_15603_length_1575_cov_268",2
"18253","Ntome_NODE_15609_length_1575_cov_51",2
"18254","Ntome_NODE_15611_length_1575_cov_48",2
"18255","Ntome_NODE_15613_length_1575_cov_30",2
"18256","Ntome_NODE_15616_length_1574_cov_276",2
"18257","Ntome_NODE_15617_length_1574_cov_249",2
"18258","Ntome_NODE_15624_length_1574_cov_14",2
"18259","Ntome_NODE_15632_length_1573_cov_109",2
"18260","Ntome_NODE_15633_length_1573_cov_64",2
"18261","Ntome_NODE_15635_length_1572_cov_44",2
"18262","Ntome_NODE_15636_length_1573_cov_39",2
"18263","Ntome_NODE_15641_length_1572_cov_276",2
"18264","Ntome_NODE_15643_length_1572_cov_255",2
"18265","Ntome_NODE_15647_length_1556_cov_158",2
"18266","Ntome_NODE_15648_length_1572_cov_128",2
"18267","Ntome_NODE_15652_length_1572_cov_43",2
"18268","Ntome_NODE_15666_length_1571_cov_15",2
"18269","Ntome_NODE_15679_length_1570_cov_229",2
"18270","Ntome_NODE_15681_length_1570_cov_140",2
"18271","Ntome_NODE_15682_length_1570_cov_96",2
"18272","Ntome_NODE_15685_length_1567_cov_300",2
"18273","Ntome_NODE_15686_length_1569_cov_290",2
"18274","Ntome_NODE_15687_length_1569_cov_159",2
"18275","Ntome_NODE_15691_length_1569_cov_17",2
"18276","Ntome_NODE_15693_length_1568_cov_269",2
"18277","Ntome_NODE_15698_length_1568_cov_39",2
"18278","Ntome_NODE_15706_length_1567_cov_159",2
"18279","Ntome_NODE_15709_length_1567_cov_68",2
"18280","Ntome_NODE_15714_length_1566_cov_278",2
"18281","Ntome_NODE_15716_length_1566_cov_263",2
"18282","Ntome_NODE_15718_length_1566_cov_255",2
"18283","Ntome_NODE_1572_length_4478_cov_241",2
"18284","Ntome_NODE_15722_length_1566_cov_56",2
"18285","Ntome_NODE_15726_length_1565_cov_279",2
"18286","Ntome_NODE_15728_length_1565_cov_241",2
"18287","Ntome_NODE_15729_length_1564_cov_237",2
"18288","Ntome_NODE_1573_length_4476_cov_161",2
"18289","Ntome_NODE_15733_length_1565_cov_164",2
"18290","Ntome_NODE_15739_length_1564_cov_267",2
"18291","Ntome_NODE_15742_length_1564_cov_18",2
"18292","Ntome_NODE_15745_length_1564_cov_17",2
"18293","Ntome_NODE_15747_length_1563_cov_252",2
"18294","Ntome_NODE_15748_length_1563_cov_252",2
"18295","Ntome_NODE_15749_length_1563_cov_247",2
"18296","Ntome_NODE_15750_length_1563_cov_235",2
"18297","Ntome_NODE_15753_length_1563_cov_153",2
"18298","Ntome_NODE_15756_length_1563_cov_21",2
"18299","Ntome_NODE_15761_length_1562_cov_240",2
"18300","Ntome_NODE_15768_length_1561_cov_265",2
"18301","Ntome_NODE_15769_length_1561_cov_261",2
"18302","Ntome_NODE_1577_length_4471_cov_141",2
"18303","Ntome_NODE_15777_length_1560_cov_274",2
"18304","Ntome_NODE_15778_length_1560_cov_131",2
"18305","Ntome_NODE_1578_length_4471_cov_78",2
"18306","Ntome_NODE_15780_length_1560_cov_117",2
"18307","Ntome_NODE_15784_length_1559_cov_261",2
"18308","Ntome_NODE_15786_length_1559_cov_226",2
"18309","Ntome_NODE_15787_length_1559_cov_220",2
"18310","Ntome_NODE_15789_length_1559_cov_177",2
"18311","Ntome_NODE_15793_length_1559_cov_20",2
"18312","Ntome_NODE_15797_length_1558_cov_248",2
"18313","Ntome_NODE_15801_length_1558_cov_110",2
"18314","Ntome_NODE_15804_length_1557_cov_226",2
"18315","Ntome_NODE_15818_length_1556_cov_165",2
"18316","Ntome_NODE_15820_length_1556_cov_86",2
"18317","Ntome_NODE_15824_length_1556_cov_18",2
"18318","Ntome_NODE_15826_length_1555_cov_287",2
"18319","Ntome_NODE_1583_length_4466_cov_268",2
"18320","Ntome_NODE_15831_length_1555_cov_140",2
"18321","Ntome_NODE_15832_length_1555_cov_109",2
"18322","Ntome_NODE_15836_length_1555_cov_8",2
"18323","Ntome_NODE_15854_length_1553_cov_14",2
"18324","Ntome_NODE_15857_length_1552_cov_271",2
"18325","Ntome_NODE_15858_length_1552_cov_258",2
"18326","Ntome_NODE_15859_length_1552_cov_236",2
"18327","Ntome_NODE_15860_length_1552_cov_230",2
"18328","Ntome_NODE_15861_length_1552_cov_128",2
"18329","Ntome_NODE_15862_length_1552_cov_103",2
"18330","Ntome_NODE_15864_length_1552_cov_44",2
"18331","Ntome_NODE_15869_length_1551_cov_168",2
"18332","Ntome_NODE_15871_length_1551_cov_134",2
"18333","Ntome_NODE_15872_length_1551_cov_104",2
"18334","Ntome_NODE_15874_length_1551_cov_47",2
"18335","Ntome_NODE_15876_length_1550_cov_284",2
"18336","Ntome_NODE_15877_length_1550_cov_278",2
"18337","Ntome_NODE_15880_length_1550_cov_153",2
"18338","Ntome_NODE_15883_length_1549_cov_302",2
"18339","Ntome_NODE_15892_length_1548_cov_272",2
"18340","Ntome_NODE_15896_length_1548_cov_124",2
"18341","Ntome_NODE_15897_length_1548_cov_111",2
"18342","Ntome_NODE_15903_length_1547_cov_303",2
"18343","Ntome_NODE_15904_length_1547_cov_303",2
"18344","Ntome_NODE_15905_length_1547_cov_296",2
"18345","Ntome_NODE_15908_length_1547_cov_136",2
"18346","Ntome_NODE_15909_length_1547_cov_123",2
"18347","Ntome_NODE_15917_length_1546_cov_46",2
"18348","Ntome_NODE_15919_length_1546_cov_11",2
"18349","Ntome_NODE_15921_length_1545_cov_279",2
"18350","Ntome_NODE_15922_length_1545_cov_270",2
"18351","Ntome_NODE_15926_length_1545_cov_115",2
"18352","Ntome_NODE_15940_length_1543_cov_287",2
"18353","Ntome_NODE_15941_length_1543_cov_277",2
"18354","Ntome_NODE_15946_length_1543_cov_111",2
"18355","Ntome_NODE_15948_length_1543_cov_49",2
"18356","Ntome_NODE_15957_length_1542_cov_257",2
"18357","Ntome_NODE_15959_length_1542_cov_155",2
"18358","Ntome_NODE_15961_length_1542_cov_96",2
"18359","Ntome_NODE_15964_length_1542_cov_25",2
"18360","Ntome_NODE_15967_length_1541_cov_296",2
"18361","Ntome_NODE_15969_length_1541_cov_226",2
"18362","Ntome_NODE_15970_length_1541_cov_207",2
"18363","Ntome_NODE_15976_length_1541_cov_16",2
"18364","Ntome_NODE_15979_length_1540_cov_280",2
"18365","Ntome_NODE_15984_length_1540_cov_152",2
"18366","Ntome_NODE_15985_length_1540_cov_99",2
"18367","Ntome_NODE_15987_length_1540_cov_49",2
"18368","Ntome_NODE_15993_length_1537_cov_251",2
"18369","Ntome_NODE_15994_length_1539_cov_237",2
"18370","Ntome_NODE_15995_length_1539_cov_204",2
"18371","Ntome_NODE_16001_length_1539_cov_23",2
"18372","Ntome_NODE_16002_length_1539_cov_17",2
"18373","Ntome_NODE_16007_length_1538_cov_231",2
"18374","Ntome_NODE_16010_length_1538_cov_76",2
"18375","Ntome_NODE_16018_length_1537_cov_271",2
"18376","Ntome_NODE_16021_length_1537_cov_170",2
"18377","Ntome_NODE_16024_length_1537_cov_115",2
"18378","Ntome_NODE_16028_length_1537_cov_14",2
"18379","Ntome_NODE_16029_length_1536_cov_305",2
"18380","Ntome_NODE_16041_length_1536_cov_26",2
"18381","Ntome_NODE_16047_length_1535_cov_200",2
"18382","Ntome_NODE_16052_length_1535_cov_39",2
"18383","Ntome_NODE_16061_length_1534_cov_227",2
"18384","Ntome_NODE_16063_length_1534_cov_160",2
"18385","Ntome_NODE_16064_length_1534_cov_91",2
"18386","Ntome_NODE_16065_length_1534_cov_24",2
"18387","Ntome_NODE_16066_length_1534_cov_13",2
"18388","Ntome_NODE_16069_length_1533_cov_225",2
"18389","Ntome_NODE_16072_length_1533_cov_107",2
"18390","Ntome_NODE_16075_length_1533_cov_49",2
"18391","Ntome_NODE_16081_length_1533_cov_6",2
"18392","Ntome_NODE_16082_length_1532_cov_262",2
"18393","Ntome_NODE_16084_length_1532_cov_249",2
"18394","Ntome_NODE_16088_length_1532_cov_83",2
"18395","Ntome_NODE_16094_length_1531_cov_296",2
"18396","Ntome_NODE_161_length_7710_cov_57",2
"18397","Ntome_NODE_16105_length_1530_cov_290",2
"18398","Ntome_NODE_16109_length_1530_cov_148",2
"18399","Ntome_NODE_16114_length_1530_cov_13",2
"18400","Ntome_NODE_16119_length_1529_cov_192",2
"18401","Ntome_NODE_16121_length_1529_cov_159",2
"18402","Ntome_NODE_16125_length_1529_cov_54",2
"18403","Ntome_NODE_16129_length_1528_cov_257",2
"18404","Ntome_NODE_16130_length_1528_cov_210",2
"18405","Ntome_NODE_16134_length_1528_cov_31",2
"18406","Ntome_NODE_16135_length_1528_cov_30",2
"18407","Ntome_NODE_16138_length_1527_cov_254",2
"18408","Ntome_NODE_16142_length_1527_cov_140",2
"18409","Ntome_NODE_16143_length_1527_cov_129",2
"18410","Ntome_NODE_16148_length_1526_cov_278",2
"18411","Ntome_NODE_16152_length_1526_cov_126",2
"18412","Ntome_NODE_16153_length_1526_cov_123",2
"18413","Ntome_NODE_16156_length_1525_cov_257",2
"18414","Ntome_NODE_16158_length_1525_cov_98",2
"18415","Ntome_NODE_16168_length_1524_cov_292",2
"18416","Ntome_NODE_16169_length_1524_cov_289",2
"18417","Ntome_NODE_16173_length_1524_cov_219",2
"18418","Ntome_NODE_16187_length_1522_cov_164",2
"18419","Ntome_NODE_16191_length_1522_cov_12",2
"18420","Ntome_NODE_16196_length_1521_cov_223",2
"18421","Ntome_NODE_16197_length_1521_cov_185",2
"18422","Ntome_NODE_16199_length_1521_cov_130",2
"18423","Ntome_NODE_162_length_7696_cov_302",2
"18424","Ntome_NODE_16200_length_1521_cov_125",2
"18425","Ntome_NODE_16201_length_1521_cov_96",2
"18426","Ntome_NODE_16203_length_1521_cov_32",2
"18427","Ntome_NODE_16206_length_1520_cov_289",2
"18428","Ntome_NODE_16210_length_1520_cov_108",2
"18429","Ntome_NODE_16213_length_1520_cov_56",2
"18430","Ntome_NODE_16221_length_1519_cov_216",2
"18431","Ntome_NODE_16222_length_1519_cov_207",2
"18432","Ntome_NODE_16225_length_1519_cov_60",2
"18433","Ntome_NODE_16226_length_1519_cov_32",2
"18434","Ntome_NODE_16230_length_1518_cov_199",2
"18435","Ntome_NODE_16234_length_1518_cov_12",2
"18436","Ntome_NODE_16236_length_1518_cov_5",2
"18437","Ntome_NODE_16240_length_1517_cov_260",2
"18438","Ntome_NODE_16241_length_1517_cov_241",2
"18439","Ntome_NODE_16256_length_1516_cov_139",2
"18440","Ntome_NODE_16259_length_1516_cov_54",2
"18441","Ntome_NODE_16260_length_1515_cov_260",2
"18442","Ntome_NODE_16268_length_1515_cov_52",2
"18443","Ntome_NODE_16269_length_1515_cov_21",2
"18444","Ntome_NODE_16275_length_1514_cov_278",2
"18445","Ntome_NODE_16276_length_1514_cov_243",2
"18446","Ntome_NODE_16287_length_1513_cov_226",2
"18447","Ntome_NODE_16288_length_1513_cov_190",2
"18448","Ntome_NODE_16289_length_1513_cov_67",2
"18449","Ntome_NODE_16291_length_1513_cov_13",2
"18450","Ntome_NODE_16292_length_1513_cov_8",2
"18451","Ntome_NODE_16293_length_1512_cov_281",2
"18452","Ntome_NODE_16295_length_1512_cov_207",2
"18453","Ntome_NODE_16299_length_1512_cov_104",2
"18454","Ntome_NODE_16301_length_1512_cov_100",2
"18455","Ntome_NODE_16308_length_1512_cov_17",2
"18456","Ntome_NODE_16310_length_1511_cov_283",2
"18457","Ntome_NODE_16313_length_1511_cov_238",2
"18458","Ntome_NODE_16314_length_1511_cov_229",2
"18459","Ntome_NODE_16315_length_1511_cov_207",2
"18460","Ntome_NODE_16321_length_1511_cov_17",2
"18461","Ntome_NODE_16322_length_1510_cov_284",2
"18462","Ntome_NODE_16327_length_1510_cov_201",2
"18463","Ntome_NODE_16336_length_1509_cov_289",2
"18464","Ntome_NODE_16337_length_1509_cov_275",2
"18465","Ntome_NODE_16339_length_1509_cov_149",2
"18466","Ntome_NODE_16345_length_1509_cov_44",2
"18467","Ntome_NODE_16349_length_1509_cov_13",2
"18468","Ntome_NODE_16351_length_1508_cov_275",2
