"","Query.seq.ID","Subject.seq.ID","X.ID","Alignment.length","X..mismatches","X..gap.openings","start.in.query","end.in.query","start.in.subject","end.in.subject","evalue","bitscore","match.length.query","match.length.subject"
"71062","Ntome_NODE_24795_length_875_cov_10","Nsylvestris_NODE_9247_length_2216_cov_39",94.976,836,30,7,1,831,1,829,0,1301,830,828
"71065","Ntome_NODE_24797_length_875_cov_8","Nsylvestris_NODE_275_length_6832_cov_69",86.889,900,80,19,1,875,5654,4768,0,974,874,886
"71075","Ntome_NODE_24802_length_874_cov_89","Nsylvestris_NODE_16426_length_1406_cov_148",87.108,892,69,16,1,874,286,1149,0,968,873,863
"71078","Ntome_NODE_24804_length_874_cov_70","Nsylvestris_NODE_304_length_6709_cov_224",96.494,770,23,2,1,766,106,875,0,1269,765,769
"71079","Ntome_NODE_24805_length_874_cov_68","Nsylvestris_NODE_30261_length_505_cov_11",90.303,165,16,0,168,332,505,341,2.1e-55,217,164,164
"71088","Ntome_NODE_24810_length_874_cov_23","Nsylvestris_NODE_783_length_5263_cov_121",98.182,55,1,0,1,55,745,799,2.85e-19,97.1,54,54
"71108","Ntome_NODE_24818_length_873_cov_212","Nsylvestris_NODE_23672_length_850_cov_69",91.888,715,31,14,129,839,694,3,0,974,710,691
"71109","Ntome_NODE_24819_length_873_cov_201","Nsylvestris_NODE_3933_length_3257_cov_191",98.182,55,1,0,819,873,608,554,2.85e-19,97.1,54,54
"71110","Ntome_NODE_24820_length_873_cov_121","Nsylvestris_NODE_21735_length_975_cov_51",78.289,152,25,5,491,635,36,186,1.32e-17,91.6,144,150
"71117","Ntome_NODE_24823_length_873_cov_67","Nsylvestris_NODE_12453_length_1821_cov_157",100,55,0,0,819,873,1372,1318,6.12e-21,102,54,54
"71120","Ntome_NODE_24826_length_873_cov_25","Nsylvestris_NODE_3909_length_3265_cov_105",100,55,0,0,819,873,2058,2112,6.12e-21,102,54,54
"71123","Ntome_NODE_24828_length_873_cov_15","Nsylvestris_NODE_20494_length_1065_cov_22",71.821,582,147,15,199,770,972,398,2.15e-35,150,571,574
"71124","Ntome_NODE_24829_length_873_cov_14","Nsylvestris_NODE_4409_length_3122_cov_20",96.998,866,26,0,4,869,2022,1157,0,1456,865,865
"71125","Ntome_NODE_24830_length_873_cov_11","Nsylvestris_NODE_2967_length_3599_cov_46",86.059,373,37,5,516,873,3380,3008,1.51e-106,387,357,372
"71130","Ntome_NODE_24832_length_873_cov_8","Nsylvestris_NODE_23176_length_880_cov_46",93.443,854,42,5,1,854,41,880,0,1254,853,839
"71150","Ntome_NODE_24844_length_872_cov_24","Nsylvestris_NODE_12855_length_1780_cov_222",98.182,55,1,0,818,872,502,448,2.84e-19,97.1,54,54
"71159","Ntome_NODE_24849_length_871_cov_8","Nsylvestris_NODE_4377_length_3132_cov_114",98.182,55,1,0,817,871,844,790,2.84e-19,97.1,54,54
"71160","Ntome_NODE_24851_length_872_cov_6","Nsylvestris_NODE_10215_length_2087_cov_15",89.041,146,13,2,206,351,1877,1735,9.87e-44,178,145,142
"71164","Ntome_NODE_24853_length_871_cov_224","Nsylvestris_NODE_23817_length_842_cov_91",87.427,684,36,17,162,841,168,805,0,741,679,637
"71165","Ntome_NODE_24854_length_871_cov_188","Nsylvestris_NODE_26123_length_713_cov_28",94.052,538,30,2,130,666,13,549,0,815,536,536
"71170","Ntome_NODE_24856_length_871_cov_87","Nsylvestris_NODE_4008_length_3231_cov_164",100,55,0,0,1,55,726,780,6.1e-21,102,54,54
"71178","Ntome_NODE_24860_length_871_cov_41","Nsylvestris_NODE_14315_length_1619_cov_170",96.364,55,2,0,1,55,1049,995,1.32e-17,91.6,54,54
"71179","Ntome_NODE_24861_length_871_cov_22","Nsylvestris_NODE_923_length_5059_cov_127",84.071,226,32,4,649,871,3417,3193,7.51e-55,215,222,224
"71198","Ntome_NODE_24869_length_871_cov_7","Nsylvestris_NODE_2976_length_3596_cov_216",98.182,55,1,0,817,871,2712,2766,2.84e-19,97.1,54,54
"71199","Ntome_NODE_24870_length_871_cov_5","Nsylvestris_NODE_18179_length_1252_cov_102",95.519,848,31,4,4,846,950,105,0,1349,842,845
"71200","Ntome_NODE_24872_length_870_cov_305","Nsylvestris_NODE_3337_length_3460_cov_237",97.586,870,21,0,1,870,1835,2704,0,1491,869,869
"71212","Ntome_NODE_24876_length_870_cov_232","Nsylvestris_NODE_2002_length_4055_cov_210",98.182,55,1,0,816,870,992,938,2.84e-19,97.1,54,54
"71215","Ntome_NODE_24878_length_870_cov_209","Nsylvestris_NODE_18859_length_1196_cov_186",92.747,648,37,5,1,647,826,188,0,928,646,638
"71216","Ntome_NODE_24879_length_870_cov_208","Nsylvestris_NODE_30984_length_452_cov_184",92.641,462,20,6,186,646,1,449,0,652,460,448
"71217","Ntome_NODE_24880_length_870_cov_207","Nsylvestris_NODE_22956_length_894_cov_119",91.436,794,47,15,26,810,828,47,0,1070,784,781
"71220","Ntome_NODE_24882_length_870_cov_61","Nsylvestris_NODE_10770_length_2017_cov_99",94.526,749,41,0,122,870,1798,1050,0,1157,748,748
"71232","Ntome_NODE_24888_length_870_cov_14","Nsylvestris_NODE_21646_length_981_cov_206",94.153,838,46,2,31,868,930,96,0,1273,837,834
"71236","Ntome_NODE_24891_length_870_cov_9","Nsylvestris_NODE_28495_length_606_cov_19",95.39,282,12,1,1,282,375,95,6.8e-125,448,281,280
"71237","Ntome_NODE_24892_length_870_cov_6","Nsylvestris_NODE_13536_length_1702_cov_212",94.545,55,3,0,816,870,148,202,6.14e-16,86.1,54,54
"71238","Ntome_NODE_24893_length_870_cov_4","Nsylvestris_NODE_5290_length_2908_cov_25",96.895,773,21,2,100,870,661,1432,0,1291,770,771
"71253","Ntome_NODE_24899_length_869_cov_227","Nsylvestris_NODE_26533_length_694_cov_196",93.086,593,26,5,188,779,678,100,0,854,591,578
"71285","Ntome_NODE_24912_length_868_cov_242","Nsylvestris_NODE_25057_length_768_cov_167",95.261,612,23,5,78,686,77,685,0,965,608,608
"71290","Ntome_NODE_24914_length_868_cov_235","Nsylvestris_NODE_23346_length_868_cov_208",95.735,680,27,2,1,680,122,799,0,1094,679,677
"71295","Ntome_NODE_24917_length_868_cov_179","Nsylvestris_NODE_26227_length_708_cov_210",83.91,491,50,11,307,783,131,606,3.16e-123,442,476,475
"71308","Ntome_NODE_24923_length_868_cov_10","Nsylvestris_NODE_14824_length_1567_cov_153",83.333,480,72,5,110,585,1046,571,1.47e-121,436,475,475
"71328","Ntome_NODE_24929_length_867_cov_157","Nsylvestris_NODE_22869_length_899_cov_29",83.2,500,67,3,102,585,174,672,3.15e-123,442,483,498
"71329","Ntome_NODE_24930_length_867_cov_102","Nsylvestris_NODE_3636_length_3354_cov_188",93.993,283,17,0,585,867,2782,2500,2.45e-119,429,282,282
"71339","Ntome_NODE_24938_length_867_cov_16","Nsylvestris_NODE_34683_length_303_cov_4",88.235,102,7,3,501,601,288,191,2.17e-25,117,100,97
"71343","Ntome_NODE_24940_length_867_cov_13","Nsylvestris_NODE_22318_length_934_cov_49",91.482,857,61,8,2,854,881,33,0,1168,852,848
"71352","Ntome_NODE_24944_length_866_cov_287","Nsylvestris_NODE_23717_length_847_cov_221",96.885,642,18,2,180,821,797,158,0,1074,641,639
"71353","Ntome_NODE_24945_length_866_cov_282","Nsylvestris_NODE_24041_length_829_cov_218",89.596,817,63,10,57,865,822,20,0,1018,808,802
"71357","Ntome_NODE_24947_length_866_cov_187","Nsylvestris_NODE_31112_length_444_cov_34",89.109,404,37,2,11,408,443,41,2.38e-139,496,397,402
"71360","Ntome_NODE_24949_length_866_cov_81","Nsylvestris_NODE_31395_length_426_cov_2",92,350,15,5,55,400,341,1,2.4e-134,479,345,340
"71361","Ntome_NODE_24950_length_866_cov_47","Nsylvestris_NODE_23999_length_832_cov_38",86.02,794,52,22,18,786,761,2,0,797,768,759
"71377","Ntome_NODE_24958_length_866_cov_9","Nsylvestris_NODE_3721_length_3328_cov_201",100,55,0,0,812,866,2027,1973,6.07e-21,102,54,54
"71378","Ntome_NODE_24959_length_866_cov_6","Nsylvestris_NODE_21023_length_1026_cov_203",95.161,62,1,1,1,62,225,166,2.82e-19,97.1,61,59
"71383","Ntome_NODE_24962_length_865_cov_258","Nsylvestris_NODE_6721_length_2618_cov_119",91.164,713,45,7,83,782,1864,2571,0,952,699,707
"71394","Ntome_NODE_24967_length_865_cov_170","Nsylvestris_NODE_23736_length_846_cov_178",93.162,819,40,12,15,821,32,846,0,1188,806,814
"71413","Ntome_NODE_24975_length_866_cov_13","Nsylvestris_NODE_113_length_8253_cov_73",85.294,170,24,1,113,281,7189,7358,1.27e-42,174,168,169
"71414","Ntome_NODE_24977_length_865_cov_9","Nsylvestris_NODE_6450_length_2670_cov_102",88.542,96,4,3,1,90,1392,1486,3.62e-23,110,89,94
"71415","Ntome_NODE_24979_length_864_cov_310","Nsylvestris_NODE_18143_length_1255_cov_15",80.645,434,61,13,81,501,665,242,7.14e-85,315,420,423
"71423","Ntome_NODE_24982_length_864_cov_231","Nsylvestris_NODE_1515_length_4387_cov_151",92.319,690,18,12,1,672,22,694,0,948,671,672
"71424","Ntome_NODE_24983_length_864_cov_200","Nsylvestris_NODE_22821_length_901_cov_116",91.218,706,28,9,171,864,46,729,0,929,693,683
"71425","Ntome_NODE_24984_length_864_cov_131","Nsylvestris_NODE_32595_length_368_cov_3",89.773,176,11,3,620,795,198,366,5.76e-56,219,175,168
"71449","Ntome_NODE_24996_length_863_cov_400","Nsylvestris_NODE_116_length_8164_cov_94",94.792,864,44,1,1,863,4587,3724,0,1345,862,863
"71457","Ntome_NODE_25000_length_863_cov_97","Nsylvestris_NODE_23477_length_861_cov_138",90.986,832,39,14,53,855,7,831,0,1088,802,824
"71461","Ntome_NODE_25002_length_863_cov_70","Nsylvestris_NODE_20034_length_1099_cov_171",91.87,738,44,10,1,724,216,951,0,1016,723,735
"71470","Ntome_NODE_25006_length_863_cov_17","Nsylvestris_NODE_17656_length_1298_cov_12",97.581,124,3,0,350,473,1296,1173,2.68e-54,213,123,123
"71474","Ntome_NODE_25008_length_863_cov_13","Nsylvestris_NODE_12639_length_1801_cov_165",79.424,243,37,12,458,692,823,586,3.54e-38,159,234,237
"71480","Ntome_NODE_25011_length_863_cov_8","Nsylvestris_NODE_13369_length_1721_cov_9",85.686,503,71,1,357,859,642,1143,2.34e-149,529,502,501
"71499","Ntome_NODE_25020_length_862_cov_118","Nsylvestris_NODE_23516_length_858_cov_131",91.147,689,43,11,8,689,845,168,0,918,681,677
"71503","Ntome_NODE_25023_length_862_cov_32","Nsylvestris_NODE_17131_length_1346_cov_105",94.016,869,27,8,1,862,476,1326,0,1293,861,850
"71512","Ntome_NODE_25028_length_862_cov_11","Nsylvestris_NODE_3425_length_3428_cov_220",100,55,0,0,1,55,1920,1974,6.04e-21,102,54,54
"71516","Ntome_NODE_25031_length_862_cov_7","Nsylvestris_NODE_8078_length_2390_cov_217",98.276,58,1,0,1,58,1707,1650,6.04e-21,102,57,57
"71523","Ntome_NODE_25035_length_861_cov_91","Nsylvestris_NODE_25377_length_750_cov_189",97.596,208,5,0,548,755,253,46,1.17e-97,357,207,207
"71524","Ntome_NODE_25038_length_861_cov_24","Nsylvestris_NODE_7281_length_2521_cov_235",100,55,0,0,1,55,1425,1479,6.03e-21,102,54,54
"71525","Ntome_NODE_25039_length_861_cov_19","Nsylvestris_NODE_6045_length_2751_cov_61",100,55,0,0,807,861,1893,1947,6.03e-21,102,54,54
"71526","Ntome_NODE_25040_length_862_cov_15","Nsylvestris_NODE_5055_length_2959_cov_103",98.182,55,1,0,808,862,536,482,2.81e-19,97.1,54,54
"71527","Ntome_NODE_25041_length_861_cov_15","Nsylvestris_NODE_5312_length_2903_cov_111",94.545,55,3,0,807,861,2121,2175,6.07e-16,86.1,54,54
"71528","Ntome_NODE_25042_length_861_cov_11","Nsylvestris_NODE_2763_length_3679_cov_216",100,54,0,0,807,860,2068,2121,2.17e-20,100,53,53
"71547","Ntome_NODE_25052_length_860_cov_206","Nsylvestris_NODE_6244_length_2708_cov_212",96.364,55,2,0,1,55,2135,2081,1.3e-17,91.6,54,54
"71555","Ntome_NODE_25055_length_860_cov_122","Nsylvestris_NODE_8005_length_2403_cov_15",88.931,533,56,3,202,733,124,654,0,654,531,530
"71558","Ntome_NODE_25057_length_860_cov_101","Nsylvestris_NODE_873_length_5122_cov_131",92.085,657,26,8,1,656,992,1623,0,902,655,631
"71564","Ntome_NODE_25059_length_860_cov_39","Nsylvestris_NODE_3309_length_3471_cov_83",90.026,762,52,12,101,854,3453,2708,0,965,753,745
"71568","Ntome_NODE_25061_length_860_cov_17","Nsylvestris_NODE_25636_length_738_cov_8",94.03,737,44,0,79,815,2,738,0,1118,736,736
"71580","Ntome_NODE_25067_length_860_cov_7","Nsylvestris_NODE_15307_length_1521_cov_10",90.82,305,15,6,2,294,1320,1017,2.47e-109,396,292,303
"71583","Ntome_NODE_25069_length_860_cov_6","Nsylvestris_NODE_20899_length_1035_cov_72",98.039,51,1,0,791,841,533,583,4.69e-17,89.8,50,50
"71586","Ntome_NODE_25072_length_859_cov_241","Nsylvestris_NODE_16125_length_1436_cov_116",94.943,870,30,6,1,859,867,1,0,1351,858,866
"71587","Ntome_NODE_25073_length_859_cov_117","Nsylvestris_NODE_3352_length_3455_cov_142",92.465,783,28,11,78,859,36,788,0,1090,781,752
"71592","Ntome_NODE_25076_length_859_cov_39","Nsylvestris_NODE_6402_length_2679_cov_231",100,55,0,0,805,859,2377,2431,6.02e-21,102,54,54
"71620","Ntome_NODE_25089_length_858_cov_42","Nsylvestris_NODE_6917_length_2582_cov_216",94.828,58,3,0,801,858,1935,1992,1.3e-17,91.6,57,57
"71621","Ntome_NODE_25090_length_858_cov_35","Nsylvestris_NODE_16366_length_1413_cov_153",96.364,55,2,0,1,55,483,429,1.3e-17,91.6,54,54
"71622","Ntome_NODE_25091_length_858_cov_32","Nsylvestris_NODE_22900_length_897_cov_105",91.043,681,49,6,43,720,855,184,0,909,677,671
"71633","Ntome_NODE_25096_length_858_cov_10","Nsylvestris_NODE_12166_length_1851_cov_184",100,55,0,0,804,858,1275,1221,6.01e-21,102,54,54
"71639","Ntome_NODE_25099_length_857_cov_311","Nsylvestris_NODE_7721_length_2449_cov_218",99.3,857,6,0,1,857,1467,611,0,1550,856,856
"71640","Ntome_NODE_25100_length_857_cov_283","Nsylvestris_NODE_17324_length_1330_cov_44",93.866,864,41,9,1,857,1,859,0,1291,856,858
"71643","Ntome_NODE_25102_length_857_cov_243","Nsylvestris_NODE_1062_length_4866_cov_138",90.957,564,41,6,65,623,1939,1381,0,750,558,558
"71661","Ntome_NODE_25110_length_857_cov_15","Nsylvestris_NODE_32405_length_376_cov_7",90.283,247,16,4,220,462,126,368,1.97e-85,316,242,242
"71664","Ntome_NODE_25115_length_856_cov_270","Nsylvestris_NODE_9373_length_2197_cov_221",96.748,861,21,3,1,854,895,35,0,1428,853,860
"71665","Ntome_NODE_25116_length_856_cov_268","Nsylvestris_NODE_22521_length_920_cov_205",93.717,764,31,4,51,801,111,870,0,1129,750,759
"71670","Ntome_NODE_25119_length_856_cov_259","Nsylvestris_NODE_15421_length_1510_cov_217",96.463,735,23,1,1,735,617,1348,0,1210,734,731
"71671","Ntome_NODE_25120_length_856_cov_229","Nsylvestris_NODE_23540_length_857_cov_102",92.426,713,42,10,60,762,798,88,0,1007,702,710
"71674","Ntome_NODE_25122_length_856_cov_116","Nsylvestris_NODE_2160_length_3960_cov_187",85.698,881,54,31,1,856,2208,1375,0,863,855,833
"71709","Ntome_NODE_25134_length_855_cov_120","Nsylvestris_NODE_8714_length_2293_cov_97",93.953,430,15,8,3,429,33,454,0,640,426,421
"71710","Ntome_NODE_25135_length_855_cov_57","Nsylvestris_NODE_8785_length_2282_cov_10",95.911,856,34,1,1,855,1240,2095,0,1386,854,855
"71711","Ntome_NODE_25136_length_855_cov_27","Nsylvestris_NODE_4674_length_3051_cov_189",98.182,55,1,0,801,855,1164,1110,2.79e-19,97.1,54,54
"71715","Ntome_NODE_25138_length_855_cov_16","Nsylvestris_NODE_13427_length_1714_cov_30",87.514,873,84,10,2,853,1021,153,0,985,851,868
"71722","Ntome_NODE_25142_length_855_cov_6","Nsylvestris_NODE_10576_length_2040_cov_227",96.552,58,2,0,3,60,598,541,2.79e-19,97.1,57,57
"71723","Ntome_NODE_25143_length_855_cov_5","Nsylvestris_NODE_3587_length_3369_cov_128",98.182,55,1,0,801,855,1450,1504,2.79e-19,97.1,54,54
"71734","Ntome_NODE_25147_length_854_cov_234","Nsylvestris_NODE_498_length_5966_cov_219",94.72,625,30,1,173,797,674,53,0,968,624,621
"71742","Ntome_NODE_25150_length_854_cov_188","Nsylvestris_NODE_23367_length_868_cov_126",94.536,787,41,2,47,832,796,11,0,1214,785,785
"71759","Ntome_NODE_25159_length_854_cov_23","Nsylvestris_NODE_14420_length_1608_cov_229",98.182,55,1,0,1,55,964,910,2.78e-19,97.1,54,54
"71764","Ntome_NODE_25162_length_854_cov_7","Nsylvestris_NODE_22638_length_914_cov_5",78.167,600,58,22,216,747,597,3,7.06e-85,315,531,594
"71775","Ntome_NODE_25168_length_853_cov_65","Nsylvestris_NODE_27216_length_664_cov_14",92.765,622,21,8,189,804,1,604,0,878,615,603
"71778","Ntome_NODE_25170_length_853_cov_36","Nsylvestris_NODE_5640_length_2830_cov_92",85.301,415,25,14,292,682,61,463,2.45e-109,396,390,402
"71796","Ntome_NODE_25181_length_853_cov_9","Nsylvestris_NODE_381_length_6388_cov_93",89.34,197,19,2,1,196,3582,3777,2.61e-64,246,195,195
"71799","Ntome_NODE_25183_length_853_cov_7","Nsylvestris_NODE_13453_length_1712_cov_4",86.842,836,87,11,30,852,874,49,0,913,822,825
"71802","Ntome_NODE_25185_length_852_cov_193","Nsylvestris_NODE_31845_length_401_cov_15",91.206,398,22,4,217,608,401,11,2.31e-149,529,391,390
"71810","Ntome_NODE_25188_length_852_cov_12","Nsylvestris_NODE_5576_length_2848_cov_125",100,55,0,0,798,852,1445,1391,5.97e-21,102,54,54
"71823","Ntome_NODE_25194_length_851_cov_268","Nsylvestris_NODE_21798_length_969_cov_211",90.738,799,57,8,1,793,149,936,0,1050,792,787
"71824","Ntome_NODE_25195_length_851_cov_264","Nsylvestris_NODE_27867_length_634_cov_203",88.889,522,37,9,1,505,30,547,1.03e-177,623,504,517
"71837","Ntome_NODE_25200_length_851_cov_48","Nsylvestris_NODE_19755_length_1122_cov_58",97.503,801,20,0,49,849,231,1031,0,1369,800,800
"71841","Ntome_NODE_25202_length_851_cov_40","Nsylvestris_NODE_9404_length_2193_cov_24",90.141,71,7,0,1,71,1411,1481,3.59e-18,93.5,70,70
"71842","Ntome_NODE_25204_length_851_cov_33","Nsylvestris_NODE_14740_length_1575_cov_216",84.211,76,9,2,624,698,268,195,1.68e-11,71.3,74,73
"71843","Ntome_NODE_25205_length_851_cov_25","Nsylvestris_NODE_25093_length_766_cov_207",96.364,55,2,0,797,851,195,249,1.29e-17,91.6,54,54
"71854","Ntome_NODE_25212_length_850_cov_248","Nsylvestris_NODE_22555_length_918_cov_200",92.946,808,35,7,46,850,60,848,0,1157,804,788
"71861","Ntome_NODE_25215_length_850_cov_115","Nsylvestris_NODE_1100_length_4821_cov_197",100,55,0,0,1,55,896,950,5.95e-21,102,54,54
"71868","Ntome_NODE_25218_length_850_cov_80","Nsylvestris_NODE_8837_length_2274_cov_151",98.182,55,1,0,1,55,688,634,2.77e-19,97.1,54,54
"71873","Ntome_NODE_25222_length_850_cov_19","Nsylvestris_NODE_9124_length_2233_cov_153",92.258,620,21,9,232,850,2187,1594,0,854,618,593
"71896","Ntome_NODE_25233_length_849_cov_47","Nsylvestris_NODE_6024_length_2755_cov_189",92.506,854,47,10,1,849,1354,513,0,1206,848,841
"71897","Ntome_NODE_25234_length_849_cov_32","Nsylvestris_NODE_1528_length_4374_cov_222",94.545,55,3,0,1,55,1735,1681,5.99e-16,86.1,54,54
"71901","Ntome_NODE_25236_length_849_cov_6","Nsylvestris_NODE_14876_length_1563_cov_7",79.049,568,105,14,43,603,620,1180,8.82e-104,377,560,560
"71902","Ntome_NODE_25237_length_849_cov_5","Nsylvestris_NODE_1276_length_4616_cov_130",92.733,688,47,2,162,849,3287,3971,0,990,687,684
"71906","Ntome_NODE_25239_length_848_cov_98","Nsylvestris_NODE_23116_length_883_cov_47",89.61,154,15,1,15,167,174,327,9.52e-49,195,152,153
"71911","Ntome_NODE_25243_length_848_cov_27","Nsylvestris_NODE_6210_length_2714_cov_223",98.182,55,1,0,794,848,1080,1134,2.76e-19,97.1,54,54
"71914","Ntome_NODE_25245_length_848_cov_12","Nsylvestris_NODE_10394_length_2063_cov_82",98.182,55,1,0,1,55,1334,1280,2.76e-19,97.1,54,54
"71918","Ntome_NODE_25247_length_848_cov_8","Nsylvestris_NODE_34614_length_305_cov_3",94.059,303,18,0,94,396,303,1,8.5e-129,460,302,302
"71919","Ntome_NODE_25248_length_848_cov_6","Nsylvestris_NODE_18730_length_1207_cov_101",79.01,505,75,18,350,848,822,343,1.95e-85,316,498,479
"71920","Ntome_NODE_25251_length_848_cov_3","Nsylvestris_NODE_12867_length_1779_cov_22",93.341,856,44,2,1,843,745,1600,0,1271,842,855
"71921","Ntome_NODE_25252_length_847_cov_271","Nsylvestris_NODE_2505_length_3789_cov_233",94.971,855,33,5,2,847,74,927,0,1332,845,853
"71922","Ntome_NODE_25253_length_847_cov_235","Nsylvestris_NODE_27445_length_653_cov_211",90.206,582,25,16,216,796,51,601,0,730,580,550
"71928","Ntome_NODE_25256_length_847_cov_62","Nsylvestris_NODE_15913_length_1459_cov_43",88.602,851,55,16,1,847,647,1459,0,996,846,812
"71929","Ntome_NODE_25257_length_847_cov_57","Nsylvestris_NODE_98_length_8447_cov_211",98.182,55,1,0,793,847,7119,7065,2.76e-19,97.1,54,54
"71936","Ntome_NODE_25261_length_847_cov_24","Nsylvestris_NODE_7426_length_2500_cov_91",90.264,719,41,8,151,847,2500,1789,0,913,696,711
"71937","Ntome_NODE_25262_length_847_cov_17","Nsylvestris_NODE_14297_length_1621_cov_81",86.076,395,47,8,455,847,576,964,5.18e-116,418,392,388
"71941","Ntome_NODE_25264_length_847_cov_10","Nsylvestris_NODE_2000_length_4056_cov_197",100,37,0,0,793,829,3508,3472,6.02e-11,69.4,36,36
"71950","Ntome_NODE_25268_length_847_cov_4","Nsylvestris_NODE_1064_length_4863_cov_92",98.659,820,11,0,5,824,1078,1897,0,1454,819,819
"71953","Ntome_NODE_25270_length_846_cov_287","Nsylvestris_NODE_18174_length_1252_cov_208",95.676,370,16,0,1,370,658,1027,2.23e-169,595,369,369
"71968","Ntome_NODE_25276_length_845_cov_140","Nsylvestris_NODE_23160_length_881_cov_170",90.499,821,38,10,1,808,880,87,0,1048,807,793
"71984","Ntome_NODE_25284_length_846_cov_9","Nsylvestris_NODE_2428_length_3828_cov_130",97.406,848,16,4,3,846,2905,3750,0,1439,843,845
"71985","Ntome_NODE_25286_length_846_cov_7","Nsylvestris_NODE_6639_length_2635_cov_121",86.861,137,18,0,79,215,318,454,1.61e-36,154,136,136
"71986","Ntome_NODE_25287_length_846_cov_6","Nsylvestris_NODE_17086_length_1350_cov_24",100,55,0,0,792,846,1144,1090,5.92e-21,102,54,54
"71987","Ntome_NODE_25289_length_846_cov_5","Nsylvestris_NODE_3821_length_3293_cov_230",92.727,55,4,0,1,55,2609,2663,2.78e-14,80.5,54,54
"71988","Ntome_NODE_25290_length_845_cov_301","Nsylvestris_NODE_13772_length_1676_cov_212",94.424,807,40,3,41,845,1638,835,0,1236,804,803
"71994","Ntome_NODE_25292_length_845_cov_252","Nsylvestris_NODE_23765_length_844_cov_195",94.141,751,28,9,26,770,42,782,0,1129,744,740
"72001","Ntome_NODE_25295_length_845_cov_237","Nsylvestris_NODE_1105_length_4819_cov_49",97.213,287,8,0,415,701,4387,4673,1.4e-136,486,286,286
"72008","Ntome_NODE_25299_length_845_cov_73","Nsylvestris_NODE_19022_length_1182_cov_63",94.037,805,30,3,1,805,1176,390,0,1205,804,786
"72026","Ntome_NODE_25307_length_844_cov_52","Nsylvestris_NODE_21990_length_956_cov_200",91.561,865,42,11,1,839,896,37,0,1164,838,859
"72036","Ntome_NODE_25312_length_844_cov_17","Nsylvestris_NODE_5433_length_2877_cov_202",95.313,64,3,0,1,64,1740,1677,5.91e-21,102,63,63
"72045","Ntome_NODE_25316_length_844_cov_6","Nsylvestris_NODE_1613_length_4320_cov_178",97.275,844,23,0,1,844,3111,3954,0,1432,843,843
"72051","Ntome_NODE_25319_length_844_cov_5","Nsylvestris_NODE_19063_length_1178_cov_103",94.176,704,34,3,58,761,737,41,0,1066,703,696
"72052","Ntome_NODE_25320_length_844_cov_5","Nsylvestris_NODE_26832_length_682_cov_4",94.595,74,4,0,768,841,676,603,7.59e-25,115,73,73
"72061","Ntome_NODE_25324_length_843_cov_91","Nsylvestris_NODE_26036_length_717_cov_10",88.04,602,57,11,136,728,633,38,0,699,592,595
"72064","Ntome_NODE_25327_length_843_cov_20","Nsylvestris_NODE_34793_length_300_cov_4",79.167,288,49,8,442,719,12,298,4.4e-47,189,277,286
"72075","Ntome_NODE_25335_length_842_cov_274","Nsylvestris_NODE_20761_length_1045_cov_213",98.207,725,12,1,63,786,19,743,0,1266,723,724
"72079","Ntome_NODE_25337_length_842_cov_266","Nsylvestris_NODE_5036_length_2963_cov_185",97.87,845,11,6,1,842,1583,2423,0,1454,841,840
"72084","Ntome_NODE_25340_length_841_cov_67","Nsylvestris_NODE_19372_length_1154_cov_92",95.504,734,30,3,56,789,210,940,0,1170,733,730
"72085","Ntome_NODE_25341_length_842_cov_59","Nsylvestris_NODE_3218_length_3500_cov_148",94.41,161,9,0,129,289,1355,1515,7.15e-65,248,160,160
"72086","Ntome_NODE_25342_length_842_cov_52","Nsylvestris_NODE_34625_length_304_cov_7",94.079,304,18,0,238,541,1,304,2.35e-129,462,303,303
"72101","Ntome_NODE_25348_length_841_cov_95","Nsylvestris_NODE_1963_length_4076_cov_68",93.872,359,21,1,483,841,4076,3719,1.05e-152,540,358,357
"72102","Ntome_NODE_25349_length_841_cov_54","Nsylvestris_NODE_7978_length_2407_cov_204",96.97,132,4,0,601,732,985,854,4.33e-57,222,131,131
"72103","Ntome_NODE_25350_length_841_cov_37","Nsylvestris_NODE_22398_length_927_cov_143",89.985,679,67,1,53,730,57,735,0,876,677,678
"72113","Ntome_NODE_25354_length_841_cov_21","Nsylvestris_NODE_34556_length_306_cov_5",91.954,87,7,0,752,838,3,89,4.52e-27,122,86,86
"72122","Ntome_NODE_25358_length_841_cov_15","Nsylvestris_NODE_20449_length_1068_cov_164",98.182,55,1,0,787,841,178,124,2.74e-19,97.1,54,54
"72123","Ntome_NODE_25359_length_841_cov_13","Nsylvestris_NODE_771_length_5294_cov_175",95.862,290,8,2,54,342,583,297,1.81e-130,466,288,286
"72127","Ntome_NODE_25362_length_840_cov_259","Nsylvestris_NODE_23900_length_837_cov_190",91.716,845,46,12,8,840,833,1,0,1151,832,832
"72135","Ntome_NODE_25366_length_840_cov_210","Nsylvestris_NODE_6739_length_2615_cov_226",98.182,55,1,0,786,840,1647,1593,2.74e-19,97.1,54,54
"72138","Ntome_NODE_25369_length_840_cov_118","Nsylvestris_NODE_33861_length_326_cov_5",88.854,323,23,7,174,484,2,323,5.21e-106,385,310,321
"72139","Ntome_NODE_25370_length_840_cov_45","Nsylvestris_NODE_5143_length_2939_cov_129",98.182,55,1,0,786,840,727,781,2.74e-19,97.1,54,54
