,A,B,overlap
2274,Nsylvestris_NODE_22701_length_909_cov_35,Nsylvestris_NODE_12142_length_1853_cov_218,NA
2275,Nsylvestris_NODE_22703_length_909_cov_20,Nsylvestris_NODE_4455_length_3108_cov_121,NA
2276,Nsylvestris_NODE_22710_length_908_cov_112,Nsylvestris_NODE_3194_length_3508_cov_143,NA
2277,Nsylvestris_NODE_22717_length_907_cov_193,Nsylvestris_NODE_1560_length_4354_cov_201,NA
2278,Nsylvestris_NODE_22718_length_907_cov_185,Nsylvestris_NODE_1957_length_4082_cov_107,NA
2279,Nsylvestris_NODE_22720_length_907_cov_64,Nsylvestris_NODE_17863_length_1280_cov_44,NA
2280,Nsylvestris_NODE_22722_length_907_cov_59,Nsylvestris_NODE_3893_length_3271_cov_108,NA
2281,Nsylvestris_NODE_22731_length_906_cov_225,Nsylvestris_NODE_23167_length_881_cov_7,NA
2282,Nsylvestris_NODE_22742_length_906_cov_24,Nsylvestris_NODE_15435_length_1509_cov_201,NA
2283,Nsylvestris_NODE_22743_length_906_cov_23,Nsylvestris_NODE_24888_length_778_cov_15,NA
2284,Nsylvestris_NODE_22746_length_906_cov_18,Nsylvestris_NODE_21060_length_1024_cov_125,NA
2285,Nsylvestris_NODE_22749_length_906_cov_8,Nsylvestris_NODE_6151_length_2725_cov_226,NA
2286,Nsylvestris_NODE_22750_length_906_cov_6,Nsylvestris_NODE_7850_length_2428_cov_33,NA
2287,Nsylvestris_NODE_22757_length_905_cov_186,Nsylvestris_NODE_30113_length_516_cov_231,NA
2288,Nsylvestris_NODE_22760_length_905_cov_113,Nsylvestris_NODE_9795_length_2141_cov_183,NA
2289,Nsylvestris_NODE_22761_length_905_cov_89,Nsylvestris_NODE_6128_length_2731_cov_123,NA
2290,Nsylvestris_NODE_22762_length_905_cov_65,Nsylvestris_NODE_4501_length_3100_cov_54,NA
2291,Nsylvestris_NODE_22764_length_905_cov_51,Nsylvestris_NODE_5435_length_2877_cov_39,NA
2292,Nsylvestris_NODE_22766_length_905_cov_29,Nsylvestris_NODE_21136_length_1019_cov_98,NA
2293,Nsylvestris_NODE_22768_length_905_cov_22,Nsylvestris_NODE_2488_length_3800_cov_191,NA
2294,Nsylvestris_NODE_22771_length_905_cov_10,Nsylvestris_NODE_6932_length_2580_cov_97,NA
2295,Nsylvestris_NODE_22774_length_904_cov_217,Nsylvestris_NODE_3845_length_3287_cov_16,NA
2296,Nsylvestris_NODE_22781_length_904_cov_56,Nsylvestris_NODE_10429_length_2059_cov_122,NA
2297,Nsylvestris_NODE_22783_length_904_cov_45,Nsylvestris_NODE_2245_length_3915_cov_181,NA
2298,Nsylvestris_NODE_22784_length_904_cov_29,Nsylvestris_NODE_3253_length_3488_cov_174,NA
2299,Nsylvestris_NODE_22789_length_904_cov_5,Nsylvestris_NODE_24638_length_792_cov_171,NA
2300,Nsylvestris_NODE_22797_length_903_cov_28,Nsylvestris_NODE_699_length_5430_cov_162,NA
2301,Nsylvestris_NODE_22816_length_902_cov_5,Nsylvestris_NODE_3814_length_3296_cov_116,NA
2302,Nsylvestris_NODE_22817_length_901_cov_240,Nsylvestris_NODE_15109_length_1540_cov_101,NA
2303,Nsylvestris_NODE_22823_length_901_cov_77,Nsylvestris_NODE_2824_length_3651_cov_158,NA
2304,Nsylvestris_NODE_22826_length_901_cov_28,Nsylvestris_NODE_13197_length_1739_cov_154,NA
2305,Nsylvestris_NODE_22830_length_901_cov_6,Nsylvestris_NODE_8019_length_2400_cov_134,NA
2306,Nsylvestris_NODE_22832_length_900_cov_207,Nsylvestris_NODE_8186_length_2373_cov_212,NA
2307,Nsylvestris_NODE_22837_length_900_cov_180,Nsylvestris_NODE_951_length_5018_cov_152,NA
2308,Nsylvestris_NODE_22838_length_900_cov_167,Nsylvestris_NODE_2006_length_4049_cov_184,NA
2309,Nsylvestris_NODE_22843_length_900_cov_129,Nsylvestris_NODE_17163_length_1343_cov_86,NA
2310,Nsylvestris_NODE_22853_length_900_cov_31,Nsylvestris_NODE_16700_length_1381_cov_131,NA
2311,Nsylvestris_NODE_22859_length_899_cov_214,Nsylvestris_NODE_16603_length_1391_cov_78,NA
2312,Nsylvestris_NODE_22868_length_899_cov_29,Nsylvestris_NODE_9298_length_2207_cov_214,NA
2313,Nsylvestris_NODE_22870_length_899_cov_22,Nsylvestris_NODE_6956_length_2576_cov_117,NA
2314,Nsylvestris_NODE_22871_length_899_cov_9,Nsylvestris_NODE_17379_length_1324_cov_209,NA
2315,Nsylvestris_NODE_22895_length_897_cov_194,Nsylvestris_NODE_2010_length_4046_cov_28,NA
2316,Nsylvestris_NODE_22897_length_897_cov_177,Nsylvestris_NODE_2417_length_3832_cov_227,NA
2317,Nsylvestris_NODE_22902_length_897_cov_31,Nsylvestris_NODE_7273_length_2522_cov_208,NA
2318,Nsylvestris_NODE_22903_length_897_cov_30,Nsylvestris_NODE_1229_length_4672_cov_229,NA
2319,Nsylvestris_NODE_22904_length_897_cov_24,Nsylvestris_NODE_20753_length_1046_cov_79,NA
2320,Nsylvestris_NODE_22905_length_897_cov_21,Nsylvestris_NODE_2793_length_3665_cov_122,NA
2321,Nsylvestris_NODE_22909_length_897_cov_6,Nsylvestris_NODE_7778_length_2441_cov_192,NA
2322,Nsylvestris_NODE_22911_length_896_cov_203,Nsylvestris_NODE_5612_length_2838_cov_91,NA
2323,Nsylvestris_NODE_22916_length_896_cov_131,Nsylvestris_NODE_3356_length_3453_cov_123,NA
2324,Nsylvestris_NODE_22919_length_896_cov_19,Nsylvestris_NODE_21890_length_962_cov_200,NA
2325,Nsylvestris_NODE_22920_length_896_cov_18,Nsylvestris_NODE_8733_length_2290_cov_60,NA
2326,Nsylvestris_NODE_22924_length_896_cov_10,Nsylvestris_NODE_24390_length_808_cov_158,NA
2327,Nsylvestris_NODE_22942_length_895_cov_14,Nsylvestris_NODE_12715_length_1794_cov_150,NA
2328,Nsylvestris_NODE_22944_length_895_cov_12,Nsylvestris_NODE_17260_length_1335_cov_216,NA
2329,Nsylvestris_NODE_22949_length_895_cov_6,Nsylvestris_NODE_2303_length_3891_cov_208,NA
2330,Nsylvestris_NODE_22950_length_894_cov_212,Nsylvestris_NODE_2538_length_3776_cov_43,NA
2331,Nsylvestris_NODE_22953_length_893_cov_164,Nsylvestris_NODE_3910_length_3265_cov_84,NA
2332,Nsylvestris_NODE_22964_length_894_cov_4,Nsylvestris_NODE_24484_length_801_cov_208,NA
2333,Nsylvestris_NODE_22969_length_893_cov_103,Nsylvestris_NODE_10914_length_1998_cov_116,NA
2334,Nsylvestris_NODE_22971_length_893_cov_83,Nsylvestris_NODE_5862_length_2790_cov_52,NA
2335,Nsylvestris_NODE_22976_length_893_cov_33,Nsylvestris_NODE_22165_length_944_cov_116,NA
2336,Nsylvestris_NODE_22978_length_893_cov_20,Nsylvestris_NODE_3744_length_3321_cov_111,NA
2337,Nsylvestris_NODE_22982_length_893_cov_14,Nsylvestris_NODE_232_length_7091_cov_100,NA
2338,Nsylvestris_NODE_22993_length_892_cov_11,Nsylvestris_NODE_6092_length_2740_cov_29,NA
2339,Nsylvestris_NODE_22995_length_892_cov_5,Nsylvestris_NODE_8245_length_2365_cov_35,NA
2340,Nsylvestris_NODE_22996_length_891_cov_202,Nsylvestris_NODE_10216_length_2086_cov_224,NA
2341,Nsylvestris_NODE_22997_length_891_cov_139,Nsylvestris_NODE_8231_length_2367_cov_161,NA
2342,Nsylvestris_NODE_23000_length_891_cov_56,Nsylvestris_NODE_20284_length_1079_cov_42,NA
2343,Nsylvestris_NODE_23001_length_891_cov_45,Nsylvestris_NODE_15738_length_1476_cov_205,NA
2344,Nsylvestris_NODE_23013_length_890_cov_225,Nsylvestris_NODE_1248_length_4653_cov_96,NA
2345,Nsylvestris_NODE_23023_length_890_cov_22,Nsylvestris_NODE_33322_length_341_cov_252,NA
2346,Nsylvestris_NODE_23028_length_890_cov_10,Nsylvestris_NODE_14348_length_1615_cov_132,NA
2347,Nsylvestris_NODE_23039_length_889_cov_11,Nsylvestris_NODE_12524_length_1812_cov_178,NA
2348,Nsylvestris_NODE_23044_length_888_cov_190,Nsylvestris_NODE_18462_length_1227_cov_152,NA
2349,Nsylvestris_NODE_23051_length_888_cov_20,Nsylvestris_NODE_7806_length_2435_cov_111,NA
2350,Nsylvestris_NODE_23056_length_888_cov_11,Nsylvestris_NODE_20204_length_1086_cov_195,NA
2351,Nsylvestris_NODE_23058_length_887_cov_209,Nsylvestris_NODE_12138_length_1854_cov_81,NA
2352,Nsylvestris_NODE_23070_length_887_cov_7,Nsylvestris_NODE_13699_length_1685_cov_106,NA
2353,Nsylvestris_NODE_23094_length_885_cov_79,Nsylvestris_NODE_795_length_5247_cov_149,NA
2354,Nsylvestris_NODE_23095_length_885_cov_77,Nsylvestris_NODE_1568_length_4350_cov_86,NA
2355,Nsylvestris_NODE_23096_length_885_cov_62,Nsylvestris_NODE_8475_length_2328_cov_122,NA
2356,Nsylvestris_NODE_23100_length_885_cov_18,Nsylvestris_NODE_9789_length_2141_cov_230,NA
2357,Nsylvestris_NODE_23106_length_885_cov_9,Nsylvestris_NODE_23668_length_850_cov_219,NA
2358,Nsylvestris_NODE_23112_length_884_cov_199,Nsylvestris_NODE_16281_length_1421_cov_198,NA
2359,Nsylvestris_NODE_23115_length_884_cov_48,Nsylvestris_NODE_2554_length_3767_cov_143,NA
2360,Nsylvestris_NODE_23121_length_884_cov_5,Nsylvestris_NODE_139_length_7902_cov_57,NA
2361,Nsylvestris_NODE_23127_length_883_cov_151,Nsylvestris_NODE_16682_length_1382_cov_205,NA
2362,Nsylvestris_NODE_23134_length_883_cov_17,Nsylvestris_NODE_8014_length_2401_cov_134,NA
2363,Nsylvestris_NODE_23137_length_883_cov_10,Nsylvestris_NODE_22001_length_955_cov_197,NA
2364,Nsylvestris_NODE_23146_length_882_cov_149,Nsylvestris_NODE_3085_length_3548_cov_192,NA
2365,Nsylvestris_NODE_23152_length_882_cov_35,Nsylvestris_NODE_8281_length_2358_cov_40,NA
2366,Nsylvestris_NODE_23155_length_882_cov_22,Nsylvestris_NODE_7050_length_2562_cov_75,NA
2367,Nsylvestris_NODE_23156_length_882_cov_9,Nsylvestris_NODE_1291_length_4603_cov_198,NA
2368,Nsylvestris_NODE_23157_length_882_cov_7,Nsylvestris_NODE_16870_length_1367_cov_37,NA
2369,Nsylvestris_NODE_23159_length_881_cov_210,Nsylvestris_NODE_7880_length_2424_cov_63,NA
2370,Nsylvestris_NODE_23166_length_881_cov_8,Nsylvestris_NODE_17714_length_1293_cov_49,NA
2371,Nsylvestris_NODE_23172_length_880_cov_74,Nsylvestris_NODE_1011_length_4932_cov_20,NA
2372,Nsylvestris_NODE_23183_length_880_cov_8,Nsylvestris_NODE_21893_length_959_cov_38,NA
2373,Nsylvestris_NODE_23184_length_880_cov_8,Nsylvestris_NODE_12074_length_1860_cov_224,NA
2374,Nsylvestris_NODE_23186_length_879_cov_220,Nsylvestris_NODE_7543_length_2478_cov_192,NA
2375,Nsylvestris_NODE_23189_length_879_cov_185,Nsylvestris_NODE_3040_length_3572_cov_53,NA
2376,Nsylvestris_NODE_23206_length_878_cov_27,Nsylvestris_NODE_12069_length_1861_cov_195,NA
2377,Nsylvestris_NODE_23215_length_877_cov_221,Nsylvestris_NODE_19305_length_1160_cov_202,NA
2378,Nsylvestris_NODE_23216_length_877_cov_218,Nsylvestris_NODE_9404_length_2193_cov_24,NA
2379,Nsylvestris_NODE_23234_length_877_cov_9,Nsylvestris_NODE_27266_length_661_cov_249,NA
2380,Nsylvestris_NODE_23242_length_876_cov_46,Nsylvestris_NODE_10437_length_2057_cov_151,NA
2381,Nsylvestris_NODE_23243_length_876_cov_44,Nsylvestris_NODE_1772_length_4194_cov_99,NA
2382,Nsylvestris_NODE_23244_length_877_cov_39,Nsylvestris_NODE_12505_length_1812_cov_218,NA
2383,Nsylvestris_NODE_23247_length_876_cov_23,Nsylvestris_NODE_14535_length_1596_cov_204,NA
2384,Nsylvestris_NODE_23255_length_875_cov_206,Nsylvestris_NODE_20942_length_1033_cov_8,NA
2385,Nsylvestris_NODE_23260_length_875_cov_155,Nsylvestris_NODE_16376_length_1412_cov_16,NA
2386,Nsylvestris_NODE_23261_length_875_cov_155,Nsylvestris_NODE_13453_length_1712_cov_4,NA
2387,Nsylvestris_NODE_23272_length_875_cov_6,Nsylvestris_NODE_10907_length_1999_cov_160,NA
2388,Nsylvestris_NODE_23286_length_873_cov_77,Nsylvestris_NODE_4720_length_3040_cov_107,NA
2389,Nsylvestris_NODE_23290_length_873_cov_24,Nsylvestris_NODE_24309_length_812_cov_10,NA
2390,Nsylvestris_NODE_23301_length_872_cov_144,Nsylvestris_NODE_21653_length_981_cov_17,NA
2391,Nsylvestris_NODE_23306_length_872_cov_81,Nsylvestris_NODE_18717_length_1208_cov_45,NA
2392,Nsylvestris_NODE_23317_length_872_cov_9,Nsylvestris_NODE_21922_length_960_cov_175,NA
2393,Nsylvestris_NODE_23318_length_872_cov_8,Nsylvestris_NODE_13946_length_1657_cov_200,NA
2394,Nsylvestris_NODE_23325_length_871_cov_174,Nsylvestris_NODE_18974_length_1186_cov_25,NA
2395,Nsylvestris_NODE_23330_length_871_cov_27,Nsylvestris_NODE_17055_length_1352_cov_209,NA
2396,Nsylvestris_NODE_23332_length_872_cov_16,Nsylvestris_NODE_22954_length_894_cov_143,NA
2397,Nsylvestris_NODE_23334_length_871_cov_5,Nsylvestris_NODE_7808_length_2435_cov_76,NA
2398,Nsylvestris_NODE_23344_length_870_cov_12,Nsylvestris_NODE_5046_length_2961_cov_127,NA
2399,Nsylvestris_NODE_23353_length_869_cov_84,Nsylvestris_NODE_1760_length_4208_cov_67,NA
2400,Nsylvestris_NODE_23354_length_869_cov_81,Nsylvestris_NODE_14470_length_1603_cov_66,NA
2401,Nsylvestris_NODE_23357_length_869_cov_19,Nsylvestris_NODE_4455_length_3108_cov_121,NA
2402,Nsylvestris_NODE_23360_length_869_cov_6,Nsylvestris_NODE_4280_length_3156_cov_132,NA
2403,Nsylvestris_NODE_23363_length_868_cov_188,Nsylvestris_NODE_9071_length_2242_cov_220,NA
2404,Nsylvestris_NODE_23366_length_868_cov_131,Nsylvestris_NODE_17531_length_1310_cov_121,NA
2405,Nsylvestris_NODE_23369_length_868_cov_77,Nsylvestris_NODE_20420_length_1070_cov_61,NA
2406,Nsylvestris_NODE_23371_length_868_cov_17,Nsylvestris_NODE_4879_length_3000_cov_189,NA
2407,Nsylvestris_NODE_23374_length_868_cov_11,Nsylvestris_NODE_4357_length_3137_cov_226,NA
2408,Nsylvestris_NODE_23375_length_868_cov_8,Nsylvestris_NODE_15340_length_1518_cov_202,NA
2409,Nsylvestris_NODE_23381_length_867_cov_188,Nsylvestris_NODE_920_length_5060_cov_183,NA
2410,Nsylvestris_NODE_23384_length_867_cov_103,Nsylvestris_NODE_3630_length_3355_cov_190,NA
2411,Nsylvestris_NODE_23385_length_867_cov_53,Nsylvestris_NODE_5651_length_2827_cov_231,NA
2412,Nsylvestris_NODE_23388_length_867_cov_25,Nsylvestris_NODE_16820_length_1355_cov_197,NA
2413,Nsylvestris_NODE_23389_length_867_cov_21,Nsylvestris_NODE_470_length_6031_cov_12,NA
2414,Nsylvestris_NODE_23398_length_866_cov_188,Nsylvestris_NODE_18107_length_1259_cov_62,NA
2415,Nsylvestris_NODE_23399_length_866_cov_188,Nsylvestris_NODE_30980_length_453_cov_3,NA
2416,Nsylvestris_NODE_23405_length_866_cov_51,Nsylvestris_NODE_19331_length_1158_cov_193,NA
2417,Nsylvestris_NODE_23408_length_866_cov_38,Nsylvestris_NODE_3213_length_3502_cov_192,NA
2418,Nsylvestris_NODE_23409_length_866_cov_18,Nsylvestris_NODE_7734_length_2447_cov_117,NA
2419,Nsylvestris_NODE_23412_length_866_cov_5,Nsylvestris_NODE_32431_length_375_cov_7,NA
2420,Nsylvestris_NODE_23413_length_865_cov_210,Nsylvestris_NODE_9277_length_2210_cov_111,NA
2421,Nsylvestris_NODE_23415_length_865_cov_198,Nsylvestris_NODE_3347_length_3457_cov_20,NA
2422,Nsylvestris_NODE_23419_length_865_cov_114,Nsylvestris_NODE_10348_length_2069_cov_220,NA
2423,Nsylvestris_NODE_23424_length_865_cov_19,Nsylvestris_NODE_4535_length_3090_cov_113,NA
2424,Nsylvestris_NODE_23428_length_864_cov_174,Nsylvestris_NODE_21891_length_962_cov_170,NA
2425,Nsylvestris_NODE_23431_length_864_cov_124,Nsylvestris_NODE_2079_length_4005_cov_161,NA
2426,Nsylvestris_NODE_23434_length_864_cov_51,Nsylvestris_NODE_11694_length_1905_cov_226,NA
2427,Nsylvestris_NODE_23435_length_864_cov_30,Nsylvestris_NODE_16883_length_1365_cov_56,NA
2428,Nsylvestris_NODE_23443_length_864_cov_4,Nsylvestris_NODE_296_length_6757_cov_95,NA
2429,Nsylvestris_NODE_23457_length_863_cov_11,Nsylvestris_NODE_4767_length_3029_cov_209,NA
2430,Nsylvestris_NODE_23460_length_863_cov_5,Nsylvestris_NODE_9643_length_2159_cov_151,NA
2431,Nsylvestris_NODE_23462_length_862_cov_186,Nsylvestris_NODE_856_length_5155_cov_44,NA
2432,Nsylvestris_NODE_23465_length_862_cov_85,Nsylvestris_NODE_22288_length_936_cov_213,NA
2433,Nsylvestris_NODE_23470_length_862_cov_14,Nsylvestris_NODE_16669_length_1384_cov_71,NA
2434,Nsylvestris_NODE_23471_length_862_cov_8,Nsylvestris_NODE_21615_length_983_cov_206,NA
2435,Nsylvestris_NODE_23472_length_862_cov_6,Nsylvestris_NODE_26501_length_696_cov_9,NA
2436,Nsylvestris_NODE_23476_length_861_cov_172,Nsylvestris_NODE_3399_length_3438_cov_103,NA
2437,Nsylvestris_NODE_23478_length_861_cov_78,Nsylvestris_NODE_3962_length_3245_cov_145,NA
2438,Nsylvestris_NODE_23479_length_861_cov_48,Nsylvestris_NODE_13069_length_1755_cov_127,NA
2439,Nsylvestris_NODE_23502_length_859_cov_186,Nsylvestris_NODE_23787_length_843_cov_201,NA
2440,Nsylvestris_NODE_23504_length_859_cov_119,Nsylvestris_NODE_10464_length_2055_cov_38,NA
2441,Nsylvestris_NODE_23506_length_859_cov_70,Nsylvestris_NODE_11726_length_1902_cov_23,NA
2442,Nsylvestris_NODE_23511_length_859_cov_9,Nsylvestris_NODE_8077_length_2391_cov_16,NA
2443,Nsylvestris_NODE_23518_length_857_cov_86,Nsylvestris_NODE_493_length_5980_cov_105,NA
2444,Nsylvestris_NODE_23539_length_857_cov_158,Nsylvestris_NODE_2602_length_3744_cov_230,NA
2445,Nsylvestris_NODE_23541_length_857_cov_43,Nsylvestris_NODE_11686_length_1907_cov_133,NA
2446,Nsylvestris_NODE_23542_length_856_cov_43,Nsylvestris_NODE_10267_length_2079_cov_143,NA
2447,Nsylvestris_NODE_23543_length_857_cov_37,Nsylvestris_NODE_2753_length_3681_cov_147,NA
2448,Nsylvestris_NODE_23545_length_857_cov_12,Nsylvestris_NODE_13181_length_1740_cov_221,NA
2449,Nsylvestris_NODE_23549_length_842_cov_195,Nsylvestris_NODE_1255_length_4636_cov_133,NA
2450,Nsylvestris_NODE_23561_length_856_cov_12,Nsylvestris_NODE_2559_length_3769_cov_117,NA
2451,Nsylvestris_NODE_23563_length_856_cov_9,Nsylvestris_NODE_3894_length_3270_cov_145,NA
2452,Nsylvestris_NODE_23565_length_856_cov_6,Nsylvestris_NODE_30244_length_506_cov_217,NA
2453,Nsylvestris_NODE_23574_length_855_cov_43,Nsylvestris_NODE_24325_length_811_cov_64,NA
2454,Nsylvestris_NODE_23584_length_855_cov_11,Nsylvestris_NODE_2382_length_3850_cov_154,NA
2455,Nsylvestris_NODE_23593_length_854_cov_147,Nsylvestris_NODE_5047_length_2961_cov_101,NA
2456,Nsylvestris_NODE_23600_length_854_cov_40,Nsylvestris_NODE_3829_length_3292_cov_117,NA
2457,Nsylvestris_NODE_23608_length_854_cov_8,Nsylvestris_NODE_24742_length_786_cov_131,NA
2458,Nsylvestris_NODE_23609_length_853_cov_246,Nsylvestris_NODE_23212_length_878_cov_11,NA
2459,Nsylvestris_NODE_23612_length_853_cov_201,Nsylvestris_NODE_24445_length_804_cov_185,NA
2460,Nsylvestris_NODE_23613_length_853_cov_193,Nsylvestris_NODE_15507_length_1501_cov_211,NA
2461,Nsylvestris_NODE_23624_length_853_cov_9,Nsylvestris_NODE_2840_length_3641_cov_93,NA
2462,Nsylvestris_NODE_23628_length_853_cov_5,Nsylvestris_NODE_11197_length_1963_cov_118,NA
2463,Nsylvestris_NODE_23629_length_853_cov_3,Nsylvestris_NODE_7351_length_2512_cov_228,NA
2464,Nsylvestris_NODE_23634_length_852_cov_166,Nsylvestris_NODE_833_length_5187_cov_157,NA
2465,Nsylvestris_NODE_23648_length_852_cov_7,Nsylvestris_NODE_224_length_7162_cov_204,NA
2466,Nsylvestris_NODE_23649_length_852_cov_5,Nsylvestris_NODE_12141_length_1853_cov_219,NA
2467,Nsylvestris_NODE_23653_length_851_cov_166,Nsylvestris_NODE_1560_length_4354_cov_201,NA
2468,Nsylvestris_NODE_23657_length_851_cov_24,Nsylvestris_NODE_4094_length_3204_cov_133,NA
2469,Nsylvestris_NODE_23658_length_851_cov_19,Nsylvestris_NODE_17870_length_1279_cov_125,NA
2470,Nsylvestris_NODE_23666_length_851_cov_6,Nsylvestris_NODE_21599_length_985_cov_79,NA
2471,Nsylvestris_NODE_23670_length_850_cov_160,Nsylvestris_NODE_12244_length_1842_cov_233,NA
2472,Nsylvestris_NODE_23671_length_850_cov_76,Nsylvestris_NODE_6521_length_2657_cov_80,NA
2473,Nsylvestris_NODE_23684_length_849_cov_193,Nsylvestris_NODE_8910_length_2262_cov_182,NA
2474,Nsylvestris_NODE_23692_length_849_cov_29,Nsylvestris_NODE_25163_length_762_cov_188,NA
2475,Nsylvestris_NODE_23695_length_849_cov_19,Nsylvestris_NODE_18696_length_1209_cov_190,NA
2476,Nsylvestris_NODE_23702_length_849_cov_5,Nsylvestris_NODE_10215_length_2087_cov_15,NA
2477,Nsylvestris_NODE_23713_length_848_cov_8,Nsylvestris_NODE_24270_length_814_cov_37,NA
2478,Nsylvestris_NODE_23718_length_847_cov_185,Nsylvestris_NODE_2550_length_3770_cov_62,NA
2479,Nsylvestris_NODE_23719_length_847_cov_175,Nsylvestris_NODE_11_length_12805_cov_33,NA
2480,Nsylvestris_NODE_23720_length_847_cov_162,Nsylvestris_NODE_15872_length_1462_cov_188,NA
2481,Nsylvestris_NODE_23729_length_847_cov_8,Nsylvestris_NODE_16280_length_1421_cov_203,NA
2482,Nsylvestris_NODE_23740_length_846_cov_96,Nsylvestris_NODE_20942_length_1033_cov_8,NA
2483,Nsylvestris_NODE_23749_length_846_cov_7,Nsylvestris_NODE_10386_length_2064_cov_104,NA
2484,Nsylvestris_NODE_23758_length_845_cov_39,Nsylvestris_NODE_3581_length_3371_cov_225,NA
2485,Nsylvestris_NODE_23761_length_845_cov_8,Nsylvestris_NODE_5390_length_2889_cov_65,NA
2486,Nsylvestris_NODE_23764_length_844_cov_196,Nsylvestris_NODE_26695_length_687_cov_139,NA
2487,Nsylvestris_NODE_23769_length_844_cov_155,Nsylvestris_NODE_16631_length_1388_cov_174,NA
2488,Nsylvestris_NODE_23770_length_844_cov_134,Nsylvestris_NODE_1088_length_4831_cov_175,NA
2489,Nsylvestris_NODE_23778_length_844_cov_19,Nsylvestris_NODE_5826_length_2796_cov_168,NA
2490,Nsylvestris_NODE_23786_length_843_cov_204,Nsylvestris_NODE_16384_length_1411_cov_93,NA
2491,Nsylvestris_NODE_23791_length_843_cov_159,Nsylvestris_NODE_19245_length_1164_cov_71,NA
2492,Nsylvestris_NODE_23795_length_843_cov_135,Nsylvestris_NODE_4589_length_3076_cov_73,NA
2493,Nsylvestris_NODE_23806_length_843_cov_12,Nsylvestris_NODE_8709_length_2292_cov_184,NA
2494,Nsylvestris_NODE_23807_length_843_cov_6,Nsylvestris_NODE_19137_length_1172_cov_200,NA
2495,Nsylvestris_NODE_23812_length_842_cov_215,Nsylvestris_NODE_6294_length_2698_cov_179,NA
2496,Nsylvestris_NODE_23814_length_842_cov_178,Nsylvestris_NODE_5659_length_2825_cov_158,NA
2497,Nsylvestris_NODE_23822_length_842_cov_30,Nsylvestris_NODE_12442_length_1822_cov_213,NA
2498,Nsylvestris_NODE_23828_length_842_cov_10,Nsylvestris_NODE_19087_length_1176_cov_200,NA
2499,Nsylvestris_NODE_23832_length_841_cov_224,Nsylvestris_NODE_11772_length_1897_cov_67,NA
2500,Nsylvestris_NODE_23841_length_841_cov_34,Nsylvestris_NODE_7216_length_2531_cov_186,NA
2501,Nsylvestris_NODE_23844_length_841_cov_10,Nsylvestris_NODE_22739_length_906_cov_99,NA
2502,Nsylvestris_NODE_23847_length_841_cov_7,Nsylvestris_NODE_12028_length_1866_cov_79,NA
2503,Nsylvestris_NODE_23848_length_841_cov_6,Nsylvestris_NODE_800_length_5246_cov_116,NA
2504,Nsylvestris_NODE_23863_length_840_cov_32,Nsylvestris_NODE_6881_length_2588_cov_73,NA
2505,Nsylvestris_NODE_23870_length_840_cov_7,Nsylvestris_NODE_9248_length_2216_cov_30,NA
2506,Nsylvestris_NODE_23873_length_840_cov_6,Nsylvestris_NODE_228_length_7144_cov_176,NA
2507,Nsylvestris_NODE_23874_length_843_cov_5,Nsylvestris_NODE_2771_length_3676_cov_207,NA
2508,Nsylvestris_NODE_23888_length_839_cov_9,Nsylvestris_NODE_21675_length_979_cov_71,NA
2509,Nsylvestris_NODE_23889_length_839_cov_5,Nsylvestris_NODE_25471_length_745_cov_189,NA
2510,Nsylvestris_NODE_23896_length_838_cov_9,Nsylvestris_NODE_3109_length_3540_cov_201,NA
2511,Nsylvestris_NODE_23902_length_837_cov_169,Nsylvestris_NODE_15185_length_1532_cov_97,NA
2512,Nsylvestris_NODE_23915_length_837_cov_10,Nsylvestris_NODE_6573_length_2648_cov_57,NA
2513,Nsylvestris_NODE_23924_length_836_cov_66,Nsylvestris_NODE_1127_length_4785_cov_183,NA
2514,Nsylvestris_NODE_23925_length_836_cov_49,Nsylvestris_NODE_8154_length_2379_cov_230,NA
2515,Nsylvestris_NODE_23927_length_836_cov_36,Nsylvestris_NODE_3219_length_3500_cov_131,NA
2516,Nsylvestris_NODE_23928_length_836_cov_35,Nsylvestris_NODE_17759_length_1289_cov_127,NA
2517,Nsylvestris_NODE_23936_length_836_cov_14,Nsylvestris_NODE_4093_length_3204_cov_152,NA
2518,Nsylvestris_NODE_23940_length_836_cov_11,Nsylvestris_NODE_12030_length_1866_cov_45,NA
2519,Nsylvestris_NODE_23952_length_835_cov_80,Nsylvestris_NODE_3270_length_3483_cov_153,NA
2520,Nsylvestris_NODE_23953_length_835_cov_76,Nsylvestris_NODE_35428_length_285_cov_256,NA
2521,Nsylvestris_NODE_23955_length_835_cov_42,Nsylvestris_NODE_806_length_5237_cov_108,NA
2522,Nsylvestris_NODE_23958_length_835_cov_5,Nsylvestris_NODE_14740_length_1575_cov_216,NA
2523,Nsylvestris_NODE_23960_length_834_cov_177,Nsylvestris_NODE_9019_length_2249_cov_43,NA
2524,Nsylvestris_NODE_23967_length_834_cov_42,Nsylvestris_NODE_6177_length_2721_cov_92,NA
2525,Nsylvestris_NODE_23971_length_834_cov_10,Nsylvestris_NODE_1109_length_4815_cov_151,NA
2526,Nsylvestris_NODE_23982_length_833_cov_21,Nsylvestris_NODE_1370_length_4526_cov_234,NA
2527,Nsylvestris_NODE_23985_length_833_cov_10,Nsylvestris_NODE_3301_length_3472_cov_226,NA
2528,Nsylvestris_NODE_23990_length_832_cov_202,Nsylvestris_NODE_7811_length_2435_cov_31,NA
